,CityName,CityCode,ParentCode,Longitude,Latitude
105,伊春市,2307,23,128.91076597792,47.734685075079
106,佳木斯市,2308,23,130.28473458595,46.81377960474
107,七台河市,2309,23,131.01904804712,45.77500536864
108,牡丹江市,2310,23,129.60803539564,44.588521152783
109,黑河市,2311,23,127.50083029524,50.250690090738
110,绥化市,2312,23,126.98909457163,46.646063926997
111,大兴安岭地区,2327,23,124.19610419017,51.991788968014
112,上海市,31,0,121.48789948569,31.249161710015
113,黄浦区,310101,31,121.49607206403,31.227203440769
114,徐汇区,310104,31,121.44623500473,31.169152089592
115,长宁区,310105,31,121.38761610866,31.213301496814
116,静安区,310106,31,121.454755557,31.235380803488
117,普陀区,310107,31,121.39844294375,31.263742929076
118,虹口区,310109,31,121.49191854079,31.282497228987
119,杨浦区,310110,31,121.53571659963,31.304510479542
120,闵行区,310112,31,121.42502428093,31.093537540382
121,宝山区,310113,31,121.40904121845,31.398622694467
122,嘉定区,310114,31,121.25101353756,31.364338055434
123,浦东新区,310115,31,121.63848131409,31.230895349134
124,金山区,310116,31,121.24840817975,30.835080777082
125,松江区,310117,31,121.22679050142,31.021244628099
126,青浦区,310118,31,121.09142524282,31.130862397997
127,奉贤区,310120,31,121.56064167963,30.915122452606
128,崇明区,310151,31,121.56909950183,31.52860136251
129,江苏省,32,0,119.36848893836,33.013797169954
130,南京市,3201,32,118.77807440803,32.057235501806
131,无锡市,3202,32,120.30545590054,31.570037451923
132,徐州市,3203,32,117.18810662318,34.271553431092
133,常州市,3204,32,119.98186101346,31.771396744684
134,苏州市,3205,32,120.61990711549,31.317987367952
135,南通市,3206,32,120.87380095093,32.014664540823
136,连云港市,3207,32,119.17387221742,34.60154896701
137,淮安市,3208,32,119.03018636466,33.606512739276
138,盐城市,3209,32,120.14887181794,33.379861877121
139,扬州市,3210,32,119.42777755117,32.408505254568
140,镇江市,3211,32,119.45583540513,32.204409443599
141,泰州市,3212,32,119.91960601619,32.47605327483
142,宿迁市,3213,32,118.29689337855,33.952049733709
143,浙江省,33,0,119.95720242066,29.159494120761
144,杭州市,3301,33,120.21937541572,30.259244461536
145,宁波市,3302,33,121.57900597259,29.885258965918
146,温州市,3303,33,120.69063473371,28.002837594041
147,嘉兴市,3304,33,120.76042769896,30.773992239582
148,湖州市,3305,33,120.13724316328,30.877925155691
149,绍兴市,3306,33,120.59246738555,30.002364580528
150,金华市,3307,33,119.65257570368,29.102899105391
151,衢州市,3308,33,118.87584165151,28.956910447536
152,舟山市,3309,33,122.16987209835,30.036010302554
153,台州市,3310,33,121.44061293594,28.668283285674
154,丽水市,3311,33,119.92957584319,28.456299552144
155,安徽省,34,0,117.21600520757,31.859252417079
156,合肥市,3401,34,117.28269909168,31.866942260687
157,芜湖市,3402,34,118.38410842323,31.366019787543
158,蚌埠市,3403,34,117.35707986588,32.929498906698
159,淮南市,3404,34,117.01863886329,32.642811823748
160,马鞍山市,3405,34,118.51588184662,31.68852815888
161,淮北市,3406,34,116.79144742863,33.960023305364
162,铜陵市,3407,34,117.81942872881,30.940929694666
163,安庆市,3408,34,117.05873877211,30.537897817381
164,黄山市,3410,34,118.293569632,29.734434856163
165,滁州市,3411,34,118.32457035098,32.317350595384
166,阜阳市,3412,34,115.82093225905,32.90121133057
167,宿州市,3413,34,116.98869241183,33.636772385781
168,六安市,3415,34,116.50525268298,31.755558355198
169,亳州市,3416,34,115.78792824512,33.871210565302
170,池州市,3417,34,117.49447677159,30.660019248161
171,宣城市,3418,34,118.75209631098,30.951642354296
172,福建省,35,0,117.98494311991,26.050118295661
173,福州市,3501,35,119.33022110713,26.047125496573
174,厦门市,3502,35,118.10388604566,24.489230612469
175,莆田市,3503,35,119.07773096396,25.448450136734
176,三明市,3504,35,117.64219393404,26.270835279362
177,泉州市,3505,35,118.60036234323,24.901652383991
178,漳州市,3506,35,117.67620467895,24.517064779808
179,南平市,3507,35,118.18188294866,26.643626474198
180,龙岩市,3508,35,117.01799673877,25.078685433515
181,宁德市,3509,35,119.54208214972,26.656527419159
182,江西省,36,0,115.6760823667,27.757258443441
183,南昌市,3601,36,115.89352754584,28.689578000141
184,景德镇市,3602,36,117.18652262527,29.303562768448
185,萍乡市,3603,36,113.85991703301,27.639544222952
186,九江市,3604,36,115.99984802155,29.719639526122
187,新余市,3605,36,114.94711741679,27.822321558629
188,鹰潭市,3606,36,117.03545018601,28.241309597182
189,赣州市,3607,36,114.93590907928,25.845295536347
190,吉安市,3608,36,114.99203871092,27.113847650157
191,宜春市,3609,36,114.40003867156,27.811129895843
192,抚州市,3610,36,116.36091886693,27.95454517027
193,上饶市,3611,36,117.95546387715,28.457622553937
194,山东省,37,0,118.52766339288,36.099289929728
195,济南市,3701,37,117.02496706629,36.682784727161
196,青岛市,3702,37,120.38442818368,36.105214901274
197,淄博市,3703,37,118.05913427787,36.804684854212
198,枣庄市,3704,37,117.2793053833,34.807883078386
199,东营市,3705,37,118.58392633307,37.487121155276
200,烟台市,3706,37,121.30955503009,37.53656156286
201,潍坊市,3707,37,119.14263382297,36.716114873051
202,济宁市,3708,37,116.60079762482,35.402121664331
203,泰安市,3709,37,117.08941491714,36.188077758948
204,威海市,3710,37,122.09395836581,37.528787081251
205,日照市,3711,37,119.50717994299,35.420225193144
206,莱芜市,3712,37,117.68466691247,36.233654133647
207,临沂市,3713,37,118.34076823661,35.072409074391
208,德州市,3714,37,116.32816136356,37.460825926305
209,聊城市,3715,37,115.98686913929,36.455828514728
210,滨州市,3716,37,117.96829241453,37.405313941826
211,菏泽市,3717,37,115.46335977453,35.262440496075
212,河南省,41,0,113.48680405753,34.157183767956
213,郑州市,4101,41,113.64964384986,34.75661006414
214,开封市,4102,41,114.35164211776,34.801854175837
215,洛阳市,4103,41,112.44752476895,34.657367817651
216,平顶山市,4104,41,113.30084897798,33.745301456524
217,安阳市,4105,41,114.35180650767,36.110266722181
218,鹤壁市,4106,41,114.29776983802,35.755425874224
219,新乡市,4107,41,113.91269016082,35.307257557661
220,焦作市,4108,41,113.21183588499,35.234607554986
221,濮阳市,4109,41,115.02662744067,35.753297888208
222,许昌市,4110,41,113.83531245979,34.026739588655
223,漯河市,4111,41,114.04606140023,33.576278688483
224,三门峡市,4112,41,111.18126209327,34.78331994105
225,南阳市,4113,41,112.54284190051,33.011419569116
226,商丘市,4114,41,115.64188568785,34.438588640246
227,信阳市,4115,41,114.08549099347,32.128582307512
228,周口市,4116,41,114.6541019423,33.623740818141
229,驻马店市,4117,41,114.04915354746,32.983158154093
230,济源市,419001,41,112.40383005708,35.093893094508
231,湖北省,42,0,112.41056219213,31.20931625014
232,武汉市,4201,42,114.31620010268,30.581084126921
233,黄石市,4202,42,115.05068316392,30.216127127714
234,十堰市,4203,42,110.80122891676,32.636994339468
235,宜昌市,4205,42,111.31098109196,30.732757818026
236,襄阳市,4206,42,111.94954852739,31.939712558944
237,鄂州市,4207,42,114.89559404136,30.384439322752
238,荆门市,4208,42,112.21733029897,31.042611202949
239,孝感市,4209,42,113.93573439207,30.927954784201
240,荆州市,4210,42,112.24186580719,30.332590522986
241,黄冈市,4211,42,114.90661804658,30.446108937901
242,咸宁市,4212,42,114.30006059206,29.880656757728
243,随州市,4213,42,113.37935836429,31.717857608189
244,恩施土家族苗族自治州,4228,42,109.49192330375,30.285888316556
245,仙桃市,429004,42,113.38744819358,30.293966004922
246,潜江市,429005,42,112.76876801686,30.343115792601
247,天门市,429006,42,113.12623048765,30.649047356422
248,神农架林区,429021,42,110.48723070015,31.595767599083
249,湖南省,43,0,111.72066354648,27.695864052356
250,长沙市,4301,43,112.97935278765,28.213478230853
251,株洲市,4302,43,113.13169534107,27.827432927663
252,湘潭市,4303,43,112.93555563303,27.835095052979
253,衡阳市,4304,43,112.58381881072,26.898164415358
254,邵阳市,4305,43,111.46152540355,27.236811244922
255,岳阳市,4306,43,113.14619551912,29.378007075474
256,常德市,4307,43,111.65371813684,29.012148855181
257,张家界市,4308,43,110.48162015697,29.12488935322
258,益阳市,4309,43,112.36654664523,28.588087779887
259,郴州市,4310,43,113.0377044678,25.782263975739
260,永州市,4311,43,111.61464768616,26.435971646759
261,怀化市,4312,43,109.98695879585,27.557482901173
262,娄底市,4313,43,111.99639635657,27.741073302349
263,湘西土家族苗族自治州,4331,43,109.74574580039,28.317950793674
264,广东省,44,0,113.39481755876,23.408003729025
265,广州市,4401,44,113.30764967515,23.120049102076
266,韶关市,4402,44,113.59446110744,24.802960311892
267,深圳市,4403,44,114.02597365732,22.546053546205
268,珠海市,4404,44,113.56244702619,22.256914646126
269,汕头市,4405,44,116.72865028834,23.383908453269
270,佛山市,4406,44,113.13402563539,23.035094840514
271,江门市,4407,44,113.07812534115,22.575116783451
272,湛江市,4408,44,110.36506726285,21.257463103764
273,茂名市,4409,44,110.93124533068,21.668225718822
274,肇庆市,4412,44,112.47965336992,23.078663282929
275,惠州市,4413,44,114.41065807997,23.113539852408
276,梅州市,4414,44,116.12640309837,24.304570606031
277,汕尾市,4415,44,115.3729242894,22.778730500164
278,河源市,4416,44,114.71372147587,23.757250850469
279,阳江市,4417,44,111.97700975587,21.871517304519
280,清远市,4418,44,113.04077334891,23.698468550422
281,潮州市,4451,44,116.63007599086,23.661811676517
282,揭阳市,4452,44,116.37950085538,23.547999466926
283,云浮市,4453,44,112.05094595865,22.937975685537
284,东莞市,4419,44,113.76343399076,23.043023815368
285,中山市,4420,44,113.4220600208,22.545177514513
286,广西壮族自治区,45,0,108.92427442706,23.552254688119
287,南宁市,4501,45,108.29723355587,22.806492935603
288,柳州市,4502,45,109.42240181015,24.329053352467
289,桂林市,4503,45,110.26092014748,25.262901245955
290,梧州市,4504,45,111.30547195007,23.485394636734
291,北海市,4505,45,109.12262791919,21.47271823501
292,防城港市,4506,45,108.35179115286,21.617398470472
293,钦州市,4507,45,108.63879805642,21.973350465313
294,贵港市,4508,45,109.61370755658,23.103373164409
295,玉林市,4509,45,110.15167631614,22.643973608377
296,百色市,4510,45,106.63182140365,23.90151236791
297,贺州市,4511,45,111.55259417884,24.411053547113
298,河池市,4512,45,108.06994770937,24.699520782873
299,来宾市,4513,45,109.23181650474,23.741165926515
300,崇左市,4514,45,107.35732203837,22.415455296546
301,海南省,46,0,109.73375548794,19.180500801261
302,海口市,4601,46,110.33080184834,20.022071276952
303,三亚市,4602,46,109.52277128136,18.257775914897
304,三沙市,4603,46,113.75535610385,12.464712920653
305,五指山市,469001,46,109.51775006369,18.831305749013
306,琼海市,469002,46,110.41435935151,19.214830368617
307,文昌市,469005,46,110.78090944499,19.750947380145
308,万宁市,469006,46,110.29250485724,18.839885909177
309,东方市,469007,46,108.85100963157,18.998160861218
310,定安县,469021,46,110.20642407813,20.050057124473
311,屯昌县,469022,46,110.06336404474,19.347749127852
312,澄迈县,469023,46,109.99673620157,19.693135069577
313,临高县,469024,46,109.72410152868,19.805922012409
314,白沙黎族自治县,469025,46,109.35858558291,19.216056142062
315,昌江黎族自治县,469026,46,109.01129968163,19.222482900957
316,乐东黎族自治县,469027,46,109.0626980127,18.658613560734
317,陵水黎族自治县,469028,46,109.94866071004,18.575984851566
318,保亭黎族苗族自治县,469029,46,109.65611337969,18.597592346267
319,琼中黎族苗族自治县,469030,46,109.86184857077,19.039771066968
320,儋州市,4604,46,109.33458619886,19.574787798597
321,重庆市,50,0,106.53063501341,29.544606108886
322,万州区,500101,50,108.4134386367,30.710054184366
323,涪陵区,500102,50,107.34079973803,29.66467054056
324,渝中区,500103,50,106.54696678483,29.555236194395
325,大渡口区,500104,50,106.46532181465,29.424139786946
326,江北区,500105,50,106.71361473094,29.619317744064
327,沙坪坝区,500106,50,106.37480489265,29.630548136629
328,九龙坡区,500107,50,106.37059488439,29.434566154958
329,南岸区,500108,50,106.66717849904,29.541514618903
330,北碚区,500109,50,106.52034245432,29.866596066865
331,綦江区,500110,50,106.73584657225,28.825949323551
332,大足区,500111,50,105.76093297492,29.622204718555
333,渝北区,500112,50,106.7537985312,29.816264082426
334,巴南区,500113,50,106.7582741592,29.378027968889
335,黔江区,500114,50,108.71480796402,29.440981033584
336,长寿区,500115,50,107.14661537132,29.96049135503
337,江津区,500116,50,106.26928185639,29.035351190668
338,合川区,500117,50,106.31802875449,30.118708260134
339,永川区,500118,50,105.88035760368,29.296487646991
340,南川区,500119,50,107.17788827954,29.141685769527
341,璧山区,500120,50,106.21326949786,29.588328631909
342,铜梁区,500151,50,106.03488288304,29.813265758673
343,潼南区,500152,50,105.78466162818,30.116632232545
344,荣昌区,500153,50,105.52149235061,29.472620663129
345,开州区,500154,50,108.42256829126,31.262995406524
346,县,5002,50,106.53063501341,29.544606108886
347,四川省,51,0,102.8991597236,30.367480937958
348,成都市,5101,51,104.0679234633,30.67994284542
349,自贡市,5103,51,104.77607133936,29.359156889476
350,攀枝花市,5104,51,101.72242315249,26.587571257109
351,泸州市,5105,51,105.44397028921,28.89592980386
352,德阳市,5106,51,104.40239781824,31.131139652701
353,绵阳市,5107,51,104.70551897529,31.504701258061
354,广元市,5108,51,105.81968694,32.441040158428
355,遂宁市,5109,51,105.56488779226,30.55749135038
356,内江市,5110,51,105.07305599171,29.599461534775
357,乐山市,5111,51,103.76082423877,29.600957611095
358,南充市,5113,51,106.10555398379,30.800965168237
359,眉山市,5114,51,103.84142956287,30.061115079945
360,宜宾市,5115,51,104.63301906153,28.769674796266
361,广安市,5116,51,106.63572033137,30.463983887888
362,达州市,5117,51,107.49497344659,31.214198858945
363,雅安市,5118,51,103.00935646635,29.999716337066
364,巴中市,5119,51,106.75791584175,31.86918915916
365,资阳市,5120,51,104.63593030167,30.132191433952
366,阿坝藏族羌族自治州,5132,51,102.22856468921,31.905762858339
367,甘孜藏族自治州,5133,51,101.96923206306,30.055144114356
368,凉山彝族自治州,5134,51,102.2595908032,27.892392903666
369,贵州省,52,0,106.7349961033,26.902825927797
370,贵阳市,5201,52,106.70917709618,26.629906741441
371,六盘水市,5202,52,104.85208676007,26.591866060319
372,遵义市,5203,52,106.93126031648,27.699961377076
373,安顺市,5204,52,105.92826996576,26.228594577737
374,毕节市,5205,52,105.33332337117,27.408562131331
375,铜仁市,5206,52,109.16855802826,27.674902690624
376,黔西南布依族苗族自治州,5223,52,104.90055779825,25.095148055927
377,黔东南苗族侗族自治州,5226,52,107.98535257274,26.583991766542
378,黔南布依族苗族自治州,5227,52,107.52320511006,26.264535997442
379,云南省,53,0,101.59295163701,24.864212795483
380,昆明市,5301,53,102.71460113878,25.049153100453
381,曲靖市,5303,53,103.78253888803,25.520758142871
382,玉溪市,5304,53,102.54506789248,24.370447134438
383,保山市,5305,53,99.177995613278,25.12048919619
384,昭通市,5306,53,103.72502065573,27.340632963635
385,丽江市,5307,53,100.22962839888,26.875351089481
386,普洱市,5308,53,100.98005773013,22.788777780149
387,临沧市,5309,53,100.09261291373,23.887806103773
388,楚雄彝族自治州,5323,53,101.52938223914,25.066355674186
389,红河哈尼族彝族自治州,5325,53,103.38406475716,23.367717516499
390,文山壮族苗族自治州,5326,53,104.24629431757,23.37408685041
391,西双版纳傣族自治州,5328,53,100.80303827521,22.009433002236
392,大理白族自治州,5329,53,100.22367478928,25.596899639421
393,德宏傣族景颇族自治州,5331,53,98.589434287407,24.441239663008
394,怒江傈僳族自治州,5333,53,98.859932042482,25.860676978165
395,迪庆藏族自治州,5334,53,99.713681598883,27.831029461167
396,西藏自治区,54,0,89.137981684031,31.367315402715
397,拉萨市,5401,54,91.111890895984,29.662557062057
398,日喀则市,5402,54,88.956062773518,29.268160032655
399,昌都市,5403,54,96.362440472918,30.510924801158
400,林芝市,5404,54,95.466234246683,29.128080197802
401,山南市,5405,54,92.22087273151,28.354982378107
402,那曲地区,5424,54,92.067018368859,31.48067983012
403,阿里地区,5425,54,81.10766868949,30.404556588325
404,陕西省,61,0,109.50378929073,35.860026261323
405,西安市,6101,61,108.9530982792,34.277799897831
406,铜川市,6102,61,108.9680670134,34.908367696384
407,宝鸡市,6103,61,107.17064545238,34.364080809748
408,咸阳市,6104,61,108.7075092782,34.345372995999
409,渭南市,6105,61,109.48393269658,34.502357975829
410,延安市,6106,61,109.50050975697,36.60332035226
411,汉中市,6107,61,107.04547762873,33.081568978158
412,榆林市,6108,61,109.74592574433,38.279439240071
413,安康市,6109,61,109.03804456348,32.704370449994
414,商洛市,6110,61,109.9342081538,33.873907395085
415,甘肃省,62,0,102.45762459934,38.103267343752
416,兰州市,6201,62,103.82330544073,36.064225525043
417,金昌市,6203,62,102.20812626259,38.516071799532
418,白银市,6204,62,104.17124090374,36.546681706163
419,天水市,6205,62,105.73693162286,34.584319418869
420,武威市,6206,62,102.64014734337,37.933172142906
421,张掖市,6207,62,100.45989186892,38.939320296982
422,平凉市,6208,62,106.68891115655,35.550110190017
423,酒泉市,6209,62,98.508414506167,39.741473768159
424,庆阳市,6210,62,107.64422708673,35.72680075453
425,定西市,6211,62,104.62663760066,35.586056241828
426,陇南市,6212,62,104.93457340575,33.394479972938
427,临夏回族自治州,6229,62,103.21524917832,35.598514348802
428,甘南藏族自治州,6230,62,102.9174424865,34.992211178379
429,嘉峪关市,620201,62,98.281634585257,39.802397326734
430,青海省,63,0,96.202543672261,35.499761004275
431,西宁市,6301,63,101.7679209898,36.640738611958
432,海东市,6302,63,102.37668874252,36.312743354178
433,海北藏族自治州,6322,63,100.87980217448,36.960654101084
434,黄南藏族自治州,6323,63,102.00760030834,35.522851551728
435,海南藏族自治州,6325,63,100.6240660941,36.284363803805
436,果洛藏族自治州,6326,63,100.22372276899,34.48048458461
437,玉树藏族自治州,6327,63,97.013316137414,33.006239909722
438,海西蒙古族藏族自治州,6328,63,97.342625415333,37.37379907059
439,宁夏回族自治区,64,0,106.15548126505,37.321323112295
440,银川市,6401,64,106.20647860784,38.502621011876
441,石嘴山市,6402,64,106.37933720153,39.020223283603
442,吴忠市,6403,64,106.20825419851,37.993561002936
443,固原市,6404,64,106.28526799598,36.021523480709
444,中卫市,6405,64,105.19675419936,37.521124191595
445,新疆维吾尔自治区,65,0,85.614899338339,42.127000957642
446,乌鲁木齐市,6501,65,87.564987741116,43.840380347218
447,克拉玛依市,6502,65,84.881180186144,45.594331066706
448,吐鲁番市,6504,65,89.266025488642,42.678924820794
449,哈密市,6505,65,93.529373012389,42.344467104552
450,昌吉回族自治州,6523,65,87.296038125667,44.007057898533
451,博尔塔拉蒙古自治州,6527,65,82.052436267224,44.913651374298
452,巴音郭楞蒙古自治州,6528,65,86.121688362984,41.771362202569
453,阿克苏地区,6529,65,80.269846179329,41.171730901452
454,克孜勒苏柯尔克孜自治州,6530,65,76.137564477462,39.750345577845
455,喀什地区,6531,65,75.992973267492,39.470627188746
456,和田地区,6532,65,79.930238637213,37.116774492678
457,伊犁哈萨克自治州,6540,65,81.297853530366,43.922248096341
458,塔城地区,6542,65,82.974880583744,46.75868362968
459,阿勒泰地区,6543,65,88.137915487132,47.839744486198
460,石河子市,659001,65,85.614899338339,42.127000957642
461,阿拉尔市,659002,65,81.291736550158,40.615680005185
462,图木舒克市,659003,65,79.198155107904,39.889222881804
463,五家渠市,659004,65,87.565448980181,44.368899479018
464,铁门关市,659006,65,85.726306886394,41.806667022365
465,台湾省,71,0,121.97387097872,24.086956718805
466,香港特别行政区,81,0,114.18612410257,22.29358599328
467,澳门特别行政区,82,0,113.55751910182,22.204117988443
