day,Longitude,Latitude,incrConfirmed,ProvinceName,CityName
712.0,117.2294162800198,39.115718082215515,1,,河西区
712.0,117.36338677903083,38.94414856811469,40,,津南区
712.0,113.63141920733915,34.75343885045448,3,,郑州市
712.0,114.39950042177432,36.10594098401491,55,,安阳市
712.0,113.85847553685502,34.04143161161871,28,,许昌市
712.0,114.09748283304512,32.15301454753105,1,,信阳市
712.0,114.06455183658751,22.548456637984177,1,,深圳市
712.0,108.94646555063274,34.34726881662395,6,,西安市
713.0,117.2294162800198,39.115718082215515,2,,河西区
713.0,117.15751788327329,39.17328564656417,1,,红桥区
713.0,117.01441017993696,39.14872660896657,3,,西青区
713.0,117.36338677903083,38.94414856811469,28,,津南区
713.0,121.45343177276851,31.233844930401652,2,,静安区
713.0,113.63141920733915,34.75343885045448,4,,郑州市
713.0,114.39950042177432,36.10594098401491,69,,安阳市
713.0,113.85847553685502,34.04143161161871,25,,许昌市
713.0,113.39942236263188,22.5223146707905,1,,中山市
713.0,108.94646555063274,34.34726881662395,8,,西安市
714.0,117.01441017993696,39.14872660896657,2,,西青区
714.0,117.36338677903083,38.94414856811469,37,,津南区
714.0,120.21551180372168,30.25308298169347,1,,杭州市
714.0,113.63141920733915,34.75343885045448,3,,郑州市
714.0,114.39950042177432,36.10594098401491,37,,安阳市
714.0,113.85847553685502,34.04143161161871,12,,许昌市
714.0,114.06455183658751,22.548456637984177,2,,深圳市
714.0,113.58255478654918,22.27656465424921,6,,珠海市
714.0,108.94646555063274,34.34726881662395,4,,西安市
715.0,116.3054340544974,39.96548984110075,1,,海淀区
715.0,117.01441017993696,39.14872660896657,1,,西青区
715.0,117.36338677903083,38.94414856811469,32,,津南区
715.0,113.63141920733915,34.75343885045448,7,,郑州市
715.0,114.39950042177432,36.10594098401491,15,,安阳市
715.0,113.85847553685502,34.04143161161871,7,,许昌市
715.0,113.58255478654918,22.27656465424921,1,,珠海市
715.0,108.94646555063274,34.34726881662395,1,,西安市
716.0,113.63141920733915,34.75343885045448,1,,郑州市
716.0,114.39950042177432,36.10594098401491,60,,安阳市
716.0,113.85847553685502,34.04143161161871,7,,许昌市
716.0,114.06455183658751,22.548456637984177,2,,深圳市
716.0,113.58255478654918,22.27656465424921,5,,珠海市
716.0,116.12953737612247,24.294177532206206,1,,梅州市
716.0,113.39942236263188,22.5223146707905,1,,中山市
716.0,108.94646555063274,34.34726881662395,5,,西安市
717.0,116.3054340544974,39.96548984110075,1,,海淀区
717.0,117.2294162800198,39.115718082215515,1,,河西区
717.0,117.01441017993696,39.14872660896657,2,,西青区
717.0,117.36338677903083,38.94414856811469,15,,津南区
717.0,113.63141920733915,34.75343885045448,4,,郑州市
717.0,114.39950042177432,36.10594098401491,94,,安阳市
717.0,113.85847553685502,34.04143161161871,4,,许昌市
717.0,113.58255478654918,22.27656465424921,5,,珠海市
717.0,108.94646555063274,34.34726881662395,1,,西安市
718.0,116.3054340544974,39.96548984110075,1,,海淀区
718.0,113.63141920733915,34.75343885045448,1,,郑州市
718.0,114.39950042177432,36.10594098401491,29,,安阳市
718.0,113.85847553685502,34.04143161161871,3,,许昌市
718.0,114.06455183658751,22.548456637984177,1,,深圳市
718.0,113.58255478654918,22.27656465424921,6,,珠海市
719.0,125.295401255854,43.84064147496199,1,,朝阳区
719.0,116.29240188731139,39.8649371975573,2,,丰台区
719.0,120.45749949793277,41.57982086475567,1,,朝阳市
719.0,113.63141920733915,34.75343885045448,1,,郑州市
719.0,114.39950042177432,36.10594098401491,19,,安阳市
719.0,113.85847553685502,34.04143161161871,4,,许昌市
719.0,113.58255478654918,22.27656465424921,2,,珠海市
720.0,116.29240188731139,39.8649371975573,2,,丰台区
720.0,116.14944375184247,39.75432583977336,3,,房山区
720.0,114.39950042177432,36.10594098401491,3,,安阳市
720.0,113.58255478654918,22.27656465424921,4,,珠海市
721.0,116.29240188731139,39.8649371975573,6,,丰台区
721.0,116.3054340544974,39.96548984110075,2,,海淀区
721.0,116.348625212231,39.73255523655448,1,,大兴区
721.0,114.39950042177432,36.10594098401491,4,,安阳市
721.0,113.58255478654918,22.27656465424921,3,,珠海市
722.0,116.29240188731139,39.8649371975573,6,,丰台区
722.0,116.3054340544974,39.96548984110075,1,,海淀区
722.0,116.14944375184247,39.75432583977336,2,,房山区
722.0,114.39950042177432,36.10594098401491,1,,安阳市
722.0,113.58255478654918,22.27656465424921,3,,珠海市
722.0,100.80344682455637,22.013601254764165,1,,西双版纳傣族自治州
723.0,116.29240188731139,39.8649371975573,4,,丰台区
723.0,116.14944375184247,39.75432583977336,1,,房山区
723.0,116.348625212231,39.73255523655448,1,,大兴区
723.0,117.20359278135501,39.15348514470478,3,,河北区
723.0,115.47146383768579,38.87998776845534,3,,保定市
723.0,113.37336244450448,40.102783001859564,1,,大同市
723.0,117.12639941261048,36.65655420178723,2,,济南市
723.0,114.39950042177432,36.10594098401491,1,,安阳市
723.0,113.58255478654918,22.27656465424921,1,,珠海市
723.0,100.80344682455637,22.013601254764165,3,,西双版纳傣族自治州
724.0,116.37251358116619,39.91812360584148,1,,西城区
724.0,125.295401255854,43.84064147496199,4,,朝阳区
724.0,116.29240188731139,39.8649371975573,11,,丰台区
724.0,116.348625212231,39.73255523655448,1,,大兴区
724.0,117.20359278135501,39.15348514470478,2,,河北区
724.0,117.36338677903083,38.94414856811469,1,,津南区
724.0,123.47109664482264,41.68383006919066,1,,沈阳市
724.0,120.45749949793277,41.57982086475567,4,,朝阳市
724.0,129.6395397783469,44.55624570898632,4,,牡丹江市
724.0,121.48050373643107,30.923720110285377,1,,奉贤区
724.0,114.39950042177432,36.10594098401491,3,,安阳市
724.0,81.3305377475322,43.92272313749215,6,,伊犁哈萨克自治州
725.0,116.37251358116619,39.91812360584148,1,,西城区
725.0,125.295401255854,43.84064147496199,3,,朝阳区
725.0,116.29240188731139,39.8649371975573,9,,丰台区
725.0,116.348625212231,39.73255523655448,1,,大兴区
725.0,117.20359278135501,39.15348514470478,1,,河北区
725.0,115.47146383768579,38.87998776845534,1,,保定市
725.0,123.47109664482264,41.68383006919066,1,,沈阳市
725.0,120.45749949793277,41.57982086475567,3,,朝阳市
725.0,129.6395397783469,44.55624570898632,4,,牡丹江市
725.0,120.21551180372168,30.25308298169347,1,,杭州市
725.0,114.39950042177432,36.10594098401491,1,,安阳市
725.0,113.39942236263188,22.5223146707905,1,,中山市
725.0,81.3305377475322,43.92272313749215,2,,伊犁哈萨克自治州
726.0,116.29240188731139,39.8649371975573,5,,丰台区
726.0,117.20359278135501,39.15348514470478,4,,河北区
726.0,116.69058173342549,39.54336666275853,4,,廊坊市
726.0,126.55563450495482,43.84356783457924,1,,吉林市
726.0,129.6395397783469,44.55624570898632,5,,牡丹江市
726.0,121.48050373643107,30.923720110285377,1,,奉贤区
726.0,120.21551180372168,30.25308298169347,6,,杭州市
726.0,114.39950042177432,36.10594098401491,1,,安阳市
726.0,105.95441712388904,26.25925237871499,1,,安顺市
726.0,81.3305377475322,43.92272313749215,1,,伊犁哈萨克自治州
728.0,116.37251358116619,39.91812360584148,1,,西城区
728.0,116.29240188731139,39.8649371975573,4,,丰台区
728.0,117.20359278135501,39.15348514470478,1,,河北区
728.0,115.47146383768579,38.87998776845534,1,,保定市
728.0,113.37336244450448,40.102783001859564,1,,大同市
728.0,129.6395397783469,44.55624570898632,2,,牡丹江市
728.0,120.21551180372168,30.25308298169347,18,,杭州市
728.0,114.39950042177432,36.10594098401491,1,,安阳市
728.0,81.3305377475322,43.92272313749215,3,,伊犁哈萨克自治州
729.0,116.37251358116619,39.91812360584148,1,,西城区
729.0,125.295401255854,43.84064147496199,2,,朝阳区
729.0,116.29240188731139,39.8649371975573,11,,丰台区
729.0,116.348625212231,39.73255523655448,4,,大兴区
729.0,117.36338677903083,38.94414856811469,1,,津南区
729.0,120.45749949793277,41.57982086475567,2,,朝阳市
729.0,129.6395397783469,44.55624570898632,4,,牡丹江市
729.0,120.21551180372168,30.25308298169347,19,,杭州市
729.0,114.39950042177432,36.10594098401491,1,,安阳市
729.0,111.2065332238741,34.778327249459984,1,,三门峡市
729.0,100.80344682455637,22.013601254764165,1,,西双版纳傣族自治州
730.0,125.295401255854,43.84064147496199,1,,朝阳区
730.0,116.29240188731139,39.8649371975573,2,,丰台区
730.0,117.71739882966088,39.00941577364663,3,,滨海新区
730.0,120.45749949793277,41.57982086475567,1,,朝阳市
730.0,129.6395397783469,44.55624570898632,1,,牡丹江市
730.0,120.21551180372168,30.25308298169347,24,,杭州市
730.0,113.19952856052156,33.772050748691015,1,,平顶山市
731.0,125.295401255854,43.84064147496199,1,,朝阳区
731.0,116.29240188731139,39.8649371975573,1,,丰台区
731.0,117.20359278135501,39.15348514470478,4,,河北区
731.0,117.15751788327329,39.17328564656417,2,,红桥区
731.0,117.36338677903083,38.94414856811469,1,,津南区
731.0,115.6754061376161,37.745191408077424,4,,衡水市
731.0,120.45749949793277,41.57982086475567,1,,朝阳市
731.0,120.21551180372168,30.25308298169347,13,,杭州市
731.0,114.06455183658751,22.548456637984177,1,,深圳市
732.0,116.29240188731139,39.8649371975573,2,,丰台区
732.0,117.25841295306803,39.134487325955114,2,,河东区
732.0,117.20359278135501,39.15348514470478,1,,河北区
732.0,117.71739882966088,39.00941577364663,4,,滨海新区
732.0,115.6754061376161,37.745191408077424,1,,衡水市
732.0,126.55563450495482,43.84356783457924,1,,吉林市
732.0,120.21551180372168,30.25308298169347,15,,杭州市
732.0,114.06455183658751,22.548456637984177,2,,深圳市
732.0,114.4235580165817,23.116358854725593,1,,惠州市
732.0,116.12953737612247,24.294177532206206,1,,梅州市
732.0,114.70744627290641,23.749684370959752,1,,河源市
732.0,112.05151269959146,22.920911970342857,1,,云浮市
733.0,116.29240188731139,39.8649371975573,1,,丰台区
733.0,116.348625212231,39.73255523655448,1,,大兴区
733.0,120.21551180372168,30.25308298169347,2,,杭州市
733.0,114.06455183658751,22.548456637984177,4,,深圳市
733.0,114.4235580165817,23.116358854725593,2,,惠州市
733.0,112.05151269959146,22.920911970342857,4,,云浮市
734.0,120.21551180372168,30.25308298169347,2,,杭州市
734.0,114.06455183658751,22.548456637984177,4,,深圳市
734.0,114.4235580165817,23.116358854725593,1,,惠州市
735.0,116.29240188731139,39.8649371975573,1,,丰台区
735.0,111.474432885931,27.245270272808565,1,,邵阳市
735.0,114.06455183658751,22.548456637984177,2,,深圳市
735.0,114.4235580165817,23.116358854725593,2,,惠州市
735.0,112.05151269959146,22.920911970342857,2,,云浮市
735.0,106.62458932565383,23.908185934295958,1,,百色市
736.0,116.37251358116619,39.91812360584148,1,,西城区
