space_loglik,time_loglik
-3.2385613918304443,-0.768832802772522
-3.3700966835021973,-1.0892008543014526
-3.342982769012451,-0.8736450672149658
-3.31746506690979,-0.9183785319328308
-3.293879270553589,-1.1731759309768677
-3.1452910900115967,-0.3481563925743103
-2.9232168197631836,0.6029165983200073
-3.243553638458252,-0.5915693044662476
-3.308803081512451,-0.7410399317741394
-3.225574016571045,-0.5159169435501099
-3.1210215091705322,-0.7899331450462341
-2.9810733795166016,0.36431416869163513
-3.2157206535339355,-0.48839277029037476
-3.0969905853271484,-0.5668178200721741
-3.12973952293396,-0.4582955539226532
-3.348367214202881,-0.981628954410553
-3.279684066772461,-0.9423291087150574
-3.1032557487487793,-0.7316644787788391
-2.610074281692505,1.2117799520492554
-3.5163557529449463,-1.1762356758117676
-3.0487172603607178,-0.028561782091856003
-3.355104923248291,-0.891766369342804
-3.3042101860046387,-0.8791232705116272
-3.186448812484741,-0.520889163017273
-3.0904200077056885,-0.6749875545501709
-3.1426072120666504,-0.6650651693344116
-3.5277297496795654,-1.134937047958374
-3.066884994506836,-0.4452206492424011
-2.940347194671631,0.29097986221313477
-3.2723000049591064,-0.8471866250038147
-2.9201486110687256,0.4040719270706177
-3.2173209190368652,-0.5906053185462952
-3.101062536239624,-0.18565058708190918
-3.200576066970825,-0.5203976631164551
-3.5408380031585693,-1.0898534059524536
-3.0009708404541016,0.04912254959344864
-2.5337557792663574,1.3951613903045654
-3.1307010650634766,-0.572201132774353
-3.128488540649414,-0.30077990889549255
-3.272611379623413,-0.5959564447402954
-3.0049383640289307,0.15251345932483673
-2.9139182567596436,0.40929552912712097
-3.1340854167938232,-0.4415360987186432
-2.895312547683716,0.5218155384063721
-3.2776753902435303,-0.45472654700279236
-2.5153191089630127,1.4812884330749512
-2.9995131492614746,0.06556838005781174
-3.3632824420928955,-0.7108757495880127
-3.332235097885132,-0.8878235816955566
-3.215031385421753,-0.4572940468788147
-2.506995677947998,1.5281065702438354
-2.994839668273926,0.10556140542030334
-3.3990790843963623,-0.5998148322105408
-3.127249240875244,-0.33812034130096436
-2.9338581562042236,0.3354176878929138
-3.040175676345825,-0.2226310819387436
-3.1671853065490723,-0.2617308795452118
-3.3996658325195312,-0.5678333044052124
-2.618058919906616,1.3562742471694946
-3.2638425827026367,-0.6512315273284912
-3.1065032482147217,-0.012268844991922379
-3.1161603927612305,-0.1867292821407318
-2.8934166431427,0.5864343643188477
-3.3432183265686035,-0.667534351348877
-2.876138687133789,0.6977850198745728
-2.529738664627075,1.567838430404663
-3.2984800338745117,-0.4633064866065979
-3.3351523876190186,-0.7892381548881531
-3.219158887863159,-0.30953437089920044
-2.4880757331848145,1.6956382989883423
-3.1109721660614014,-0.21219107508659363
-3.118021249771118,-0.21619798243045807
-3.341552734375,-0.6189476251602173
-2.4815428256988525,1.7295397520065308
-3.1965034008026123,-0.14756430685520172
-3.3006391525268555,-0.4109993875026703
-3.029171943664551,-0.07632631063461304
