day,Longitude,Latitude,Area,new_cases,state,county
0,109.49459261857504,30.27793957530109,24111,105,湖北,恩施州
0,107.5284027057371,26.26061619607384,26195,1,贵州,黔南州
0,107.9894462407788,26.58970296982603,30339,2,贵州,黔东南州
1,109.49459261857504,30.27793957530109,24111,6,湖北,恩施州
1,101.96854674579022,30.05527884351838,152629,1,四川,甘孜州
1,102.2735026809702,27.88775230036972,60423,1,四川,凉山州
1,81.28102701053592,43.93849011501018,267353,1,新疆,伊犁州
1,100.90743432145598,36.96066282412982,34443,1,青海,海北州
2,109.49459261857504,30.27793957530109,24111,12,湖北,恩施州
2,101.96854674579022,30.05527884351838,152629,2,四川,甘孜州
2,107.5284027057371,26.26061619607384,26195,1,贵州,黔南州
2,104.92788910270583,25.11186461885512,16805,1,贵州,黔西南州
2,81.28102701053592,43.93849011501018,267353,1,新疆,伊犁州
2,100.90743432145598,36.96066282412982,34443,2,青海,海北州
3,109.49459261857504,30.27793957530109,24111,15,湖北,恩施州
3,101.96854674579022,30.05527884351838,152629,2,四川,甘孜州
3,102.2735026809702,27.88775230036972,60423,1,四川,凉山州
3,107.9894462407788,26.58970296982603,30339,1,贵州,黔东南州
3,104.92788910270583,25.11186461885512,16805,1,贵州,黔西南州
3,81.28102701053592,43.93849011501018,267353,2,新疆,伊犁州
4,109.49459261857504,30.27793957530109,24111,6,湖北,恩施州
4,101.96854674579022,30.05527884351838,152629,2,四川,甘孜州
5,109.49459261857504,30.27793957530109,24111,13,湖北,恩施州
5,101.96854674579022,30.05527884351838,152629,5,四川,甘孜州
5,107.5284027057371,26.26061619607384,26195,1,贵州,黔南州
6,109.49459261857504,30.27793957530109,24111,3,湖北,恩施州
6,102.2735026809702,27.88775230036972,60423,2,四川,凉山州
6,104.92788910270583,25.11186461885512,16805,1,贵州,黔西南州
6,87.3150016244744,44.01685415991987,73659,2,新疆,昌吉州
7,109.49459261857504,30.27793957530109,24111,11,湖北,恩施州
7,107.9894462407788,26.58970296982603,30339,1,贵州,黔东南州
7,81.28102701053592,43.93849011501018,267353,1,新疆,伊犁州
8,109.49459261857504,30.27793957530109,24111,16,湖北,恩施州
8,101.96854674579022,30.05527884351838,152629,6,四川,甘孜州
8,102.2735026809702,27.88775230036972,60423,1,四川,凉山州
8,107.5284027057371,26.26061619607384,26195,1,贵州,黔南州
8,107.9894462407788,26.58970296982603,30339,2,贵州,黔东南州
8,87.3150016244744,44.01685415991987,73659,1,新疆,昌吉州
9,109.49459261857504,30.27793957530109,24111,8,湖北,恩施州
9,101.96854674579022,30.05527884351838,152629,4,四川,甘孜州
9,100.27458284048366,25.6121284181925,29500,13,云南,大理州
9,103.38154905257932,23.36999624760546,32500,6,云南,红河州
9,98.59135935611413,24.43801070275812,11500,5,云南,德宏州
9,101.53441248050268,25.051773565340376,29300,4,云南,楚雄州
9,104.22256899109432,23.40599429361173,31500,2,云南,文山州
9,107.9894462407788,26.58970296982603,30339,2,贵州,黔东南州
9,87.3150016244744,44.01685415991987,73659,1,新疆,昌吉州
10,109.49459261857504,30.27793957530109,24111,8,湖北,恩施州
10,101.96854674579022,30.05527884351838,152629,9,四川,甘孜州
10,103.38154905257932,23.36999624760546,32500,1,云南,红河州
10,107.5284027057371,26.26061619607384,26195,9,贵州,黔南州
10,81.28102701053592,43.93849011501018,267353,2,新疆,伊犁州
11,109.49459261857504,30.27793957530109,24111,26,湖北,恩施州
11,101.96854674579022,30.05527884351838,152629,1,四川,甘孜州
11,81.28102701053592,43.93849011501018,267353,2,新疆,伊犁州
12,109.49459261857504,30.27793957530109,24111,8,湖北,恩施州
12,101.96854674579022,30.05527884351838,152629,6,四川,甘孜州
12,103.38154905257932,23.36999624760546,32500,1,云南,红河州
13,109.49459261857504,30.27793957530109,24111,7,湖北,恩施州
13,101.96854674579022,30.05527884351838,152629,1,四川,甘孜州
13,102.2735026809702,27.88775230036972,60423,1,四川,凉山州
13,81.28102701053592,43.93849011501018,267353,2,新疆,伊犁州
14,109.49459261857504,30.27793957530109,24111,3,湖北,恩施州
14,101.96854674579022,30.05527884351838,152629,6,四川,甘孜州
14,102.2735026809702,27.88775230036972,60423,2,四川,凉山州
15,109.49459261857504,30.27793957530109,24111,2,湖北,恩施州
15,101.96854674579022,30.05527884351838,152629,7,四川,甘孜州
15,81.28102701053592,43.93849011501018,267353,2,新疆,伊犁州
16,109.49459261857504,30.27793957530109,24111,1,湖北,恩施州
16,101.96854674579022,30.05527884351838,152629,5,四川,甘孜州
17,101.96854674579022,30.05527884351838,152629,3,四川,甘孜州
18,101.96854674579022,30.05527884351838,152629,2,四川,甘孜州
19,101.96854674579022,30.05527884351838,152629,1,四川,甘孜州
19,103.38154905257932,23.36999624760546,32500,1,云南,红河州
20,109.49459261857504,30.27793957530109,24111,7,湖北,恩施州
20,101.96854674579022,30.05527884351838,152629,1,四川,甘孜州
24,101.96854674579022,30.05527884351838,152629,2,四川,甘孜州
25,101.96854674579022,30.05527884351838,152629,3,四川,甘孜州
26,101.96854674579022,30.05527884351838,152629,4,四川,甘孜州
27,109.49459261857504,30.27793957530109,24111,1,湖北,恩施州
180,87.3150016244744,44.01685415991987,73659,1,新疆,昌吉州
201,102.2735026809702,27.88775230036972,60423,1,四川,凉山州
423,98.59135935611413,24.43801070275812,11500,6,云南,德宏州
424,98.59135935611413,24.43801070275812,11500,6,云南,德宏州
425,98.59135935611413,24.43801070275812,11500,4,云南,德宏州
426,98.59135935611413,24.43801070275812,11500,7,云南,德宏州
427,98.59135935611413,24.43801070275812,11500,10,云南,德宏州
428,98.59135935611413,24.43801070275812,11500,15,云南,德宏州
429,98.59135935611413,24.43801070275812,11500,15,云南,德宏州
430,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
431,98.59135935611413,24.43801070275812,11500,11,云南,德宏州
432,98.59135935611413,24.43801070275812,11500,8,云南,德宏州
435,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
436,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
437,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
440,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
443,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
444,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
448,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
519,98.59135935611413,24.43801070275812,11500,3,云南,德宏州
520,98.59135935611413,24.43801070275812,11500,3,云南,德宏州
521,98.59135935611413,24.43801070275812,11500,13,云南,德宏州
522,98.59135935611413,24.43801070275812,11500,4,云南,德宏州
523,98.59135935611413,24.43801070275812,11500,8,云南,德宏州
524,98.59135935611413,24.43801070275812,11500,7,云南,德宏州
525,98.59135935611413,24.43801070275812,11500,12,云南,德宏州
526,98.59135935611413,24.43801070275812,11500,9,云南,德宏州
527,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
528,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
529,98.59135935611413,24.43801070275812,11500,5,云南,德宏州
531,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
532,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
533,98.59135935611413,24.43801070275812,11500,5,云南,德宏州
534,98.59135935611413,24.43801070275812,11500,8,云南,德宏州
535,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
536,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
539,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
542,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
546,98.59135935611413,24.43801070275812,11500,3,云南,德宏州
547,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
548,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
549,98.59135935611413,24.43801070275812,11500,3,云南,德宏州
550,98.59135935611413,24.43801070275812,11500,3,云南,德宏州
551,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
553,98.59135935611413,24.43801070275812,11500,7,云南,德宏州
556,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
557,98.59135935611413,24.43801070275812,11500,3,云南,德宏州
558,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
559,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
564,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
565,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
570,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
571,98.59135935611413,24.43801070275812,11500,3,云南,德宏州
573,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
578,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
580,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
592,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
593,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
612,81.28102701053592,43.93849011501018,267353,1,新疆,伊犁州
626,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
629,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
635,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
637,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
640,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
642,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
643,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
644,98.59135935611413,24.43801070275812,11500,3,云南,德宏州
645,98.59135935611413,24.43801070275812,11500,3,云南,德宏州
646,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
647,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
648,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
649,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
650,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
651,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
652,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
653,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
655,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
658,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
659,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
660,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
661,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
662,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
664,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
665,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
666,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
670,98.59135935611413,24.43801070275812,11500,10,云南,德宏州
671,98.59135935611413,24.43801070275812,11500,4,云南,德宏州
672,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
673,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
674,98.59135935611413,24.43801070275812,11500,2,云南,德宏州
676,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
677,98.59135935611413,24.43801070275812,11500,5,云南,德宏州
678,98.59135935611413,24.43801070275812,11500,1,云南,德宏州
0,119.30346983854,26.08042942069808,11974,5,福建,福州
0,118.68244626680422,24.87995233049832,11015,5,福建,泉州
0,119.0145209781265,25.45986545592271,4132,2,福建,莆田
0,118.09643549976651,24.485406605176305,1701,1,福建,厦门
0,117.65357645298783,24.51892979117087,12882,1,福建,漳州
0,117.64552116782144,26.26973651599184,22965,1,福建,三明
1,119.30346983854,26.08042942069808,11974,3,福建,福州
1,119.0145209781265,25.45986545592271,4132,7,福建,莆田
1,118.68244626680422,24.87995233049832,11015,2,福建,泉州
1,118.09643549976651,24.485406605176305,1701,1,福建,厦门
1,117.65357645298783,24.51892979117087,12882,1,福建,漳州
1,119.55451074542827,26.672241711408567,13433,3,福建,宁德
1,118.08735102597768,27.38910498789852,26337,3,福建,南平
2,119.30346983854,26.08042942069808,11974,6,福建,福州
2,119.0145209781265,25.45986545592271,4132,3,福建,莆田
2,118.68244626680422,24.87995233049832,11015,4,福建,泉州
2,118.09643549976651,24.485406605176305,1701,1,福建,厦门
2,117.02344756677536,25.08121984487168,19028,1,福建,龙岩
3,119.30346983854,26.08042942069808,11974,2,福建,福州
3,119.0145209781265,25.45986545592271,4132,1,福建,莆田
3,118.68244626680422,24.87995233049832,11015,2,福建,泉州
3,118.09643549976651,24.485406605176305,1701,1,福建,厦门
3,117.65357645298783,24.51892979117087,12882,2,福建,漳州
3,119.55451074542827,26.672241711408567,13433,2,福建,宁德
3,118.08735102597768,27.38910498789852,26337,1,福建,南平
4,119.30346983854,26.08042942069808,11974,1,福建,福州
4,119.0145209781265,25.45986545592271,4132,4,福建,莆田
4,118.68244626680422,24.87995233049832,11015,2,福建,泉州
4,119.55451074542827,26.672241711408567,13433,2,福建,宁德
4,117.65357645298783,24.51892979117087,12882,1,福建,漳州
5,119.30346983854,26.08042942069808,11974,1,福建,福州
5,119.0145209781265,25.45986545592271,4132,2,福建,莆田
5,118.68244626680422,24.87995233049832,11015,1,福建,泉州
5,118.09643549976651,24.485406605176305,1701,2,福建,厦门
5,117.64552116782144,26.26973651599184,22965,1,福建,三明
5,117.02344756677536,25.08121984487168,19028,2,福建,龙岩
6,119.30346983854,26.08042942069808,11974,2,福建,福州
6,119.0145209781265,25.45986545592271,4132,3,福建,莆田
6,118.09643549976651,24.485406605176305,1701,2,福建,厦门
6,119.55451074542827,26.672241711408567,13433,5,福建,宁德
6,118.08735102597768,27.38910498789852,26337,2,福建,南平
6,117.02344756677536,25.08121984487168,19028,1,福建,龙岩
7,119.30346983854,26.08042942069808,11974,3,福建,福州
7,118.68244626680422,24.87995233049832,11015,2,福建,泉州
7,119.55451074542827,26.672241711408567,13433,2,福建,宁德
7,118.08735102597768,27.38910498789852,26337,2,福建,南平
7,117.64552116782144,26.26973651599184,22965,1,福建,三明
7,117.02344756677536,25.08121984487168,19028,1,福建,龙岩
8,119.30346983854,26.08042942069808,11974,1,福建,福州
8,119.0145209781265,25.45986545592271,4132,4,福建,莆田
8,118.09643549976651,24.485406605176305,1701,3,福建,厦门
8,119.55451074542827,26.672241711408567,13433,1,福建,宁德
8,118.08735102597768,27.38910498789852,26337,2,福建,南平
9,118.68244626680422,24.87995233049832,11015,1,福建,泉州
9,118.09643549976651,24.485406605176305,1701,3,福建,厦门
9,118.08735102597768,27.38910498789852,26337,1,福建,南平
9,117.65357645298783,24.51892979117087,12882,1,福建,漳州
10,119.30346983854,26.08042942069808,11974,1,福建,福州
10,119.0145209781265,25.45986545592271,4132,1,福建,莆田
10,118.09643549976651,24.485406605176305,1701,1,福建,厦门
10,117.65357645298783,24.51892979117087,12882,2,福建,漳州
11,119.0145209781265,25.45986545592271,4132,2,福建,莆田
11,118.68244626680422,24.87995233049832,11015,1,福建,泉州
11,118.09643549976651,24.485406605176305,1701,2,福建,厦门
11,119.55451074542827,26.672241711408567,13433,1,福建,宁德
11,118.08735102597768,27.38910498789852,26337,1,福建,南平
12,119.30346983854,26.08042942069808,11974,2,福建,福州
13,119.0145209781265,25.45986545592271,4132,1,福建,莆田
13,118.68244626680422,24.87995233049832,11015,2,福建,泉州
13,117.65357645298783,24.51892979117087,12882,1,福建,漳州
14,119.30346983854,26.08042942069808,11974,2,福建,福州
15,119.30346983854,26.08042942069808,11974,1,福建,福州
15,118.09643549976651,24.485406605176305,1701,1,福建,厦门
15,117.64552116782144,26.26973651599184,22965,1,福建,三明
16,119.30346983854,26.08042942069808,11974,2,福建,福州
17,119.55451074542827,26.672241711408567,13433,1,福建,宁德
23,118.68244626680422,24.87995233049832,11015,1,福建,泉州
25,119.0145209781265,25.45986545592271,4132,1,福建,莆田
25,119.30346983854,26.08042942069808,11974,1,福建,福州
545,118.09643549976651,24.485406605176305,1701,1,福建,厦门
546,118.09643549976651,24.485406605176305,1701,1,福建,厦门
548,118.09643549976651,24.485406605176305,1701,1,福建,厦门
549,118.09643549976651,24.485406605176305,1701,1,福建,厦门
587,119.0145209781265,25.45986545592271,4132,1,福建,莆田
588,119.0145209781265,25.45986545592271,4132,19,福建,莆田
588,118.68244626680422,24.87995233049832,11015,1,福建,泉州
589,119.0145209781265,25.45986545592271,4132,15,福建,莆田
589,118.68244626680422,24.87995233049832,11015,6,福建,泉州
589,118.09643549976651,24.485406605176305,1701,1,福建,厦门
590,119.0145209781265,25.45986545592271,4132,24,福建,莆田
590,118.09643549976651,24.485406605176305,1701,32,福建,厦门
590,118.68244626680422,24.87995233049832,11015,3,福建,泉州
591,119.0145209781265,25.45986545592271,4132,33,福建,莆田
591,118.09643549976651,24.485406605176305,1701,12,福建,厦门
591,118.68244626680422,24.87995233049832,11015,5,福建,泉州
592,119.0145209781265,25.45986545592271,4132,37,福建,莆田
592,118.09643549976651,24.485406605176305,1701,8,福建,厦门
592,118.68244626680422,24.87995233049832,11015,3,福建,泉州
593,119.0145209781265,25.45986545592271,4132,29,福建,莆田
593,118.09643549976651,24.485406605176305,1701,31,福建,厦门
593,117.65357645298783,24.51892979117087,12882,1,福建,漳州
594,119.0145209781265,25.45986545592271,4132,21,福建,莆田
594,118.09643549976651,24.485406605176305,1701,8,福建,厦门
594,117.65357645298783,24.51892979117087,12882,2,福建,漳州
595,119.0145209781265,25.45986545592271,4132,4,福建,莆田
595,118.09643549976651,24.485406605176305,1701,39,福建,厦门
596,119.0145209781265,25.45986545592271,4132,7,福建,莆田
596,118.09643549976651,24.485406605176305,1701,16,福建,厦门
596,118.68244626680422,24.87995233049832,11015,5,福建,泉州
597,119.0145209781265,25.45986545592271,4132,5,福建,莆田
597,118.09643549976651,24.485406605176305,1701,36,福建,厦门
597,118.68244626680422,24.87995233049832,11015,1,福建,泉州
598,119.0145209781265,25.45986545592271,4132,2,福建,莆田
598,118.09643549976651,24.485406605176305,1701,11,福建,厦门
599,118.09643549976651,24.485406605176305,1701,17,福建,厦门
599,119.0145209781265,25.45986545592271,4132,3,福建,莆田
600,118.09643549976651,24.485406605176305,1701,11,福建,厦门
600,119.0145209781265,25.45986545592271,4132,4,福建,莆田
601,118.09643549976651,24.485406605176305,1701,1,福建,厦门
601,119.0145209781265,25.45986545592271,4132,1,福建,莆田
602,118.09643549976651,24.485406605176305,1701,5,福建,厦门
603,118.09643549976651,24.485406605176305,1701,2,福建,厦门
604,118.09643549976651,24.485406605176305,1701,2,福建,厦门
605,118.09643549976651,24.485406605176305,1701,3,福建,厦门
609,118.09643549976651,24.485406605176305,1701,1,福建,厦门
675,118.09643549976651,24.485406605176305,1701,3,福建,厦门
685,118.09643549976651,24.485406605176305,1701,1,福建,厦门
756,118.09643549976651,24.485406605176305,1701,1,福建省,厦门市
770,118.09643549976651,24.485406605176305,1701,1,福建省,厦门市
772,118.09643549976651,24.485406605176305,1701,2,福建省,厦门市
772,118.68244626680422,24.87995233049832,11015,10,福建省,泉州市
774,118.09643549976651,24.485406605176305,1701,5,福建省,厦门市
774,118.68244626680422,24.87995233049832,11015,21,福建省,泉州市
775,118.09643549976651,24.485406605176305,1701,6,福建省,厦门市
775,117.64552116782144,26.26973651599184,22965,1,福建省,三明市
775,118.68244626680422,24.87995233049832,11015,96,福建省,泉州市
775,119.55451074542827,26.672241711408567,13433,1,福建省,宁德市
776,119.30346983854,26.08042942069808,11974,1,福建省,福州市
776,118.09643549976651,24.485406605176305,1701,3,福建省,厦门市
776,119.0145209781265,25.45986545592271,4132,2,福建省,莆田市
776,118.68244626680422,24.87995233049832,11015,247,福建省,泉州市
776,117.65357645298783,24.51892979117087,12882,1,福建省,漳州市
777,118.09643549976651,24.485406605176305,1701,3,福建省,厦门市
777,119.0145209781265,25.45986545592271,4132,13,福建省,莆田市
777,118.68244626680422,24.87995233049832,11015,191,福建省,泉州市
777,117.65357645298783,24.51892979117087,12882,5,福建省,漳州市
778,118.09643549976651,24.485406605176305,1701,4,福建省,厦门市
778,119.0145209781265,25.45986545592271,4132,13,福建省,莆田市
778,118.68244626680422,24.87995233049832,11015,138,福建省,泉州市
778,117.65357645298783,24.51892979117087,12882,3,福建省,漳州市
779,118.09643549976651,24.485406605176305,1701,2,福建省,厦门市
779,119.0145209781265,25.45986545592271,4132,28,福建省,莆田市
779,118.68244626680422,24.87995233049832,11015,129,福建省,泉州市
779,117.65357645298783,24.51892979117087,12882,3,福建省,漳州市
780,119.30346983854,26.08042942069808,11974,1,福建省,福州市
780,118.09643549976651,24.485406605176305,1701,2,福建省,厦门市
780,119.0145209781265,25.45986545592271,4132,20,福建省,莆田市
780,118.68244626680422,24.87995233049832,11015,147,福建省,泉州市
780,117.65357645298783,24.51892979117087,12882,4,福建省,漳州市
781,119.0145209781265,25.45986545592271,4132,6,福建省,莆田市
781,118.68244626680422,24.87995233049832,11015,100,福建省,泉州市
781,117.65357645298783,24.51892979117087,12882,4,福建省,漳州市
782,119.0145209781265,25.45986545592271,4132,3,福建省,莆田市
782,118.68244626680422,24.87995233049832,11015,65,福建省,泉州市
782,117.65357645298783,24.51892979117087,12882,1,福建省,漳州市
783,118.68244626680422,24.87995233049832,11015,19,福建省,泉州市
783,117.65357645298783,24.51892979117087,12882,1,福建省,漳州市
784,118.68244626680422,24.87995233049832,11015,4,福建省,泉州市
785,118.68244626680422,24.87995233049832,11015,1,福建省,泉州市
786,118.68244626680422,24.87995233049832,11015,4,福建省,泉州市
786,118.08735102597768,27.38910498789852,26337,1,福建省,南平市
787,118.68244626680422,24.87995233049832,11015,7,福建省,泉州市
788,118.09643549976651,24.485406605176305,1701,2,福建省,厦门市
788,119.0145209781265,25.45986545592271,4132,1,福建省,莆田市
788,118.68244626680422,24.87995233049832,11015,7,福建省,泉州市
789,118.09643549976651,24.485406605176305,1701,2,福建省,厦门市
789,118.68244626680422,24.87995233049832,11015,8,福建省,泉州市
789,119.55451074542827,26.672241711408567,13433,1,福建省,宁德市
790,118.68244626680422,24.87995233049832,11015,4,福建省,泉州市
790,119.55451074542827,26.672241711408567,13433,1,福建省,宁德市
0,120.70647689035565,28.00108540447221,11784,24,浙江,温州
0,120.21551180372168,30.25308298169347,16596,12,浙江,杭州
0,121.42743470427968,28.66219405599615,9413,5,浙江,台州
0,121.63084278185605,29.86606812406965,9365,11,浙江,宁波
0,120.59002264710614,30.057657361054257,8256,3,浙江,绍兴
0,120.76355182586003,30.750974830920143,3915,1,浙江,嘉兴
0,119.9295730584414,28.47327818056341,17298,6,浙江,丽水
1,120.70647689035565,28.00108540447221,11784,26,浙江,温州
1,120.21551180372168,30.25308298169347,16596,8,浙江,杭州
1,121.42743470427968,28.66219405599615,9413,9,浙江,台州
1,121.63084278185605,29.86606812406965,9365,9,浙江,宁波
1,119.65343619052916,29.084639385513697,10919,2,浙江,金华
1,120.59002264710614,30.057657361054257,8256,3,浙江,绍兴
1,119.9295730584414,28.47327818056341,17298,2,浙江,丽水
1,118.86659674035565,28.975545802265025,8837,1,浙江,衢州
1,120.09451660915788,30.898963937294184,5794,3,浙江,湖州
2,120.70647689035565,28.00108540447221,11784,49,浙江,温州
2,120.21551180372168,30.25308298169347,16596,14,浙江,杭州
2,121.42743470427968,28.66219405599615,9413,6,浙江,台州
2,121.63084278185605,29.86606812406965,9365,27,浙江,宁波
2,119.65343619052916,29.084639385513697,10919,4,浙江,金华
2,120.76355182586003,30.750974830920143,3915,4,浙江,嘉兴
2,118.86659674035565,28.975545802265025,8837,1,浙江,衢州
3,120.70647689035565,28.00108540447221,11784,24,浙江,温州
3,120.21551180372168,30.25308298169347,16596,9,浙江,杭州
3,121.42743470427968,28.66219405599615,9413,7,浙江,台州
3,121.63084278185605,29.86606812406965,9365,18,浙江,宁波
3,119.65343619052916,29.084639385513697,10919,4,浙江,金华
3,120.76355182586003,30.750974830920143,3915,4,浙江,嘉兴
4,120.70647689035565,28.00108540447221,11784,32,浙江,温州
4,120.21551180372168,30.25308298169347,16596,10,浙江,杭州
4,121.63084278185605,29.86606812406965,9365,6,浙江,宁波
4,121.42743470427968,28.66219405599615,9413,2,浙江,台州
4,119.65343619052916,29.084639385513697,10919,3,浙江,金华
4,120.59002264710614,30.057657361054257,8256,3,浙江,绍兴
4,120.76355182586003,30.750974830920143,3915,3,浙江,嘉兴
5,120.70647689035565,28.00108540447221,11784,25,浙江,温州
5,120.21551180372168,30.25308298169347,16596,5,浙江,杭州
5,121.63084278185605,29.86606812406965,9365,10,浙江,宁波
5,121.42743470427968,28.66219405599615,9413,5,浙江,台州
5,119.65343619052916,29.084639385513697,10919,1,浙江,金华
5,120.76355182586003,30.750974830920143,3915,5,浙江,嘉兴
5,120.59002264710614,30.057657361054257,8256,1,浙江,绍兴
6,120.70647689035565,28.00108540447221,11784,17,浙江,温州
6,120.21551180372168,30.25308298169347,16596,6,浙江,杭州
6,121.63084278185605,29.86606812406965,9365,5,浙江,宁波
6,121.42743470427968,28.66219405599615,9413,4,浙江,台州
6,119.65343619052916,29.084639385513697,10919,4,浙江,金华
6,120.76355182586003,30.750974830920143,3915,2,浙江,嘉兴
6,120.59002264710614,30.057657361054257,8256,2,浙江,绍兴
6,119.9295730584414,28.47327818056341,17298,1,浙江,丽水
6,120.09451660915788,30.898963937294184,5794,1,浙江,湖州
7,120.70647689035565,28.00108540447221,11784,10,浙江,温州
7,120.21551180372168,30.25308298169347,16596,3,浙江,杭州
7,121.63084278185605,29.86606812406965,9365,5,浙江,宁波
7,121.42743470427968,28.66219405599615,9413,5,浙江,台州
7,119.65343619052916,29.084639385513697,10919,1,浙江,金华
7,120.76355182586003,30.750974830920143,3915,1,浙江,嘉兴
7,120.59002264710614,30.057657361054257,8256,2,浙江,绍兴
8,120.70647689035565,28.00108540447221,11784,16,浙江,温州
8,121.63084278185605,29.86606812406965,9365,3,浙江,宁波
8,121.42743470427968,28.66219405599615,9413,3,浙江,台州
8,120.59002264710614,30.057657361054257,8256,3,浙江,绍兴
8,120.76355182586003,30.750974830920143,3915,2,浙江,嘉兴
9,120.70647689035565,28.00108540447221,11784,10,浙江,温州
9,120.21551180372168,30.25308298169347,16596,2,浙江,杭州
9,121.63084278185605,29.86606812406965,9365,2,浙江,宁波
9,121.42743470427968,28.66219405599615,9413,2,浙江,台州
9,118.86659674035565,28.975545802265025,8837,6,浙江,衢州
9,122.21355631852045,29.99091168016034,1440,3,浙江,舟山
10,120.70647689035565,28.00108540447221,11784,7,浙江,温州
10,120.21551180372168,30.25308298169347,16596,2,浙江,杭州
10,121.63084278185605,29.86606812406965,9365,2,浙江,宁波
10,119.65343619052916,29.084639385513697,10919,1,浙江,金华
10,120.76355182586003,30.750974830920143,3915,2,浙江,嘉兴
11,120.70647689035565,28.00108540447221,11784,9,浙江,温州
11,120.21551180372168,30.25308298169347,16596,3,浙江,杭州
11,121.42743470427968,28.66219405599615,9413,1,浙江,台州
11,119.65343619052916,29.084639385513697,10919,1,浙江,金华
12,120.70647689035565,28.00108540447221,11784,6,浙江,温州
12,120.21551180372168,30.25308298169347,16596,3,浙江,杭州
12,120.59002264710614,30.057657361054257,8256,1,浙江,绍兴
13,120.70647689035565,28.00108540447221,11784,3,浙江,温州
13,121.63084278185605,29.86606812406965,9365,1,浙江,宁波
13,120.21551180372168,30.25308298169347,16596,1,浙江,杭州
13,121.42743470427968,28.66219405599615,9413,1,浙江,台州
13,120.76355182586003,30.750974830920143,3915,1,浙江,嘉兴
14,120.70647689035565,28.00108540447221,11784,3,浙江,温州
14,121.63084278185605,29.86606812406965,9365,1,浙江,宁波
14,121.42743470427968,28.66219405599615,9413,1,浙江,台州
15,120.70647689035565,28.00108540447221,11784,1,浙江,温州
15,121.63084278185605,29.86606812406965,9365,1,浙江,宁波
15,120.21551180372168,30.25308298169347,16596,2,浙江,杭州
16,120.70647689035565,28.00108540447221,11784,1,浙江,温州
17,120.21551180372168,30.25308298169347,16596,1,浙江,杭州
17,120.76355182586003,30.750974830920143,3915,1,浙江,嘉兴
18,120.76355182586003,30.750974830920143,3915,1,浙江,嘉兴
19,121.63084278185605,29.86606812406965,9365,1,浙江,宁波
30,119.9295730584414,28.47327818056341,17298,8,浙江,丽水
