day,Longitude,Latitude,Area,new_cases,state,county
347,113.27143134445974,23.13533630669501,7249,2,广东,广州
347,112.47148894063037,23.052888771125616,14891,1,广东,肇庆
348,114.52140317439488,38.04829153846363,14530,84,河北,石家庄
348,114.5114622561298,37.07668595096609,12143,6,河北,邢台
348,126.97535687530132,46.6600321798244,35211,43,黑龙江,绥化
348,113.27143134445974,23.13533630669501,7249,3,广东,广州
348,109.51658960525896,34.50571551675255,13033,1,陕西,渭南
348,104.07274727406208,30.578993724029967,14335,1,四川,成都
348,108.3734508258186,22.82260660118716,22099,1,广西,南宁
349,114.52140317439488,38.04829153846363,14530,83,河北,石家庄
349,114.5114622561298,37.07668595096609,12143,7,河北,邢台
349,126.97535687530132,46.6600321798244,35211,23,黑龙江,绥化
349,104.07274727406208,30.578993724029967,14335,2,四川,成都
350,114.52140317439488,38.04829153846363,14530,65,河北,石家庄
350,114.5114622561298,37.07668595096609,12143,7,河北,邢台
350,126.97535687530132,46.6600321798244,35211,11,黑龙江,绥化
350,125.1086576340204,46.59363317672175,21643,1,黑龙江,大庆
350,113.12851219549718,23.02775875078891,3798,2,广东,佛山
350,104.07274727406208,30.578993724029967,14335,2,四川,成都
350,125.94660627598029,41.733815801613424,15698,7,吉林,通化
350,125.3306020759069,43.82195350104314,24592,3,吉林,长春
351,114.52140317439488,38.04829153846363,14530,52,河北,石家庄
351,114.5114622561298,37.07668595096609,12143,2,河北,邢台
351,126.97535687530132,46.6600321798244,35211,7,黑龙江,绥化
351,113.27143134445974,23.13533630669501,7249,1,广东,广州
351,125.94660627598029,41.733815801613424,15698,17,吉林,通化
351,125.3306020759069,43.82195350104314,24592,13,吉林,长春
351,104.07274727406208,30.578993724029967,14335,1,四川,成都
352,114.52140317439488,38.04829153846363,14530,35,河北,石家庄
352,126.97535687530132,46.6600321798244,35211,26,黑龙江,绥化
352,123.92457086841536,47.3599771860153,44287,1,黑龙江,齐齐哈尔
352,125.94660627598029,41.733815801613424,15698,34,吉林,通化
352,125.3306020759069,43.82195350104314,24592,9,吉林,长春
352,126.55563450495482,43.84356783457924,27722,60,吉林,吉林
352,124.35648155715892,43.171993571561,10296,17,吉林,四平
352,113.27143134445974,23.13533630669501,7249,2,广东,广州
352,113.12851219549718,23.02775875078891,3798,1,广东,佛山
352,89.1972972460079,42.95698484877124,70049,3,新疆,吐鲁番
353,114.52140317439488,38.04829153846363,14530,13,河北,石家庄
353,114.5114622561298,37.07668595096609,12143,6,河北,邢台
353,126.97535687530132,46.6600321798244,35211,16,黑龙江,绥化
353,125.94660627598029,41.733815801613424,15698,36,吉林,通化
353,125.3306020759069,43.82195350104314,24592,10,吉林,长春
353,113.27143134445974,23.13533630669501,7249,3,广东,广州
353,104.07274727406208,30.578993724029967,14335,2,四川,成都
354,114.31158155473231,30.598466736400987,8483,1,湖北,武汉
354,114.52140317439488,38.04829153846363,14530,20,河北,石家庄
354,126.97535687530132,46.6600321798244,35211,68,黑龙江,绥化
354,125.94660627598029,41.733815801613424,15698,29,吉林,通化
354,125.3306020759069,43.82195350104314,24592,2,吉林,长春
354,124.83148187569292,45.14740419341382,20159,2,吉林,松原
354,113.27143134445974,23.13533630669501,7249,1,广东,广州
354,112.75959475565928,37.69283940975972,16391,2,山西,晋中
354,120.38945519114628,36.07222749666322,11290,1,山东,青岛
355,114.52140317439488,38.04829153846363,14530,15,河北,石家庄
355,114.5114622561298,37.07668595096609,12143,3,河北,邢台
355,126.97535687530132,46.6600321798244,35211,36,黑龙江,绥化
355,126.54161509031664,45.80882582795218,53186,10,黑龙江,哈尔滨
355,125.1086576340204,46.59363317672175,21643,1,黑龙江,大庆
355,125.94660627598029,41.733815801613424,15698,9,吉林,通化
355,125.3306020759069,43.82195350104314,24592,10,吉林,长春
355,113.27143134445974,23.13533630669501,7249,4,广东,广州
355,112.75959475565928,37.69283940975972,16391,1,山西,晋中
356,114.52140317439488,38.04829153846363,14530,11,河北,石家庄
356,114.5114622561298,37.07668595096609,12143,4,河北,邢台
356,126.97535687530132,46.6600321798244,35211,47,黑龙江,绥化
356,126.54161509031664,45.80882582795218,53186,9,黑龙江,哈尔滨
356,125.94660627598029,41.733815801613424,15698,6,吉林,通化
356,125.3306020759069,43.82195350104314,24592,7,吉林,长春
356,113.08855619524044,22.584603880965,9505,1,广东,江门
356,104.07274727406208,30.578993724029967,14335,1,四川,成都
357,114.52140317439488,38.04829153846363,14530,17,河北,石家庄
357,114.5114622561298,37.07668595096609,12143,2,河北,邢台
357,126.97535687530132,46.6600321798244,35211,26,黑龙江,绥化
357,126.54161509031664,45.80882582795218,53186,3,黑龙江,哈尔滨
357,125.94660627598029,41.733815801613424,15698,2,吉林,通化
357,125.3306020759069,43.82195350104314,24592,8,吉林,长春
357,124.83148187569292,45.14740419341382,20159,2,吉林,松原
357,113.12851219549718,23.02775875078891,3798,1,广东,佛山
357,112.47148894063037,23.052888771125616,14891,1,广东,肇庆
357,113.08855619524044,22.584603880965,9505,1,广东,江门
357,114.06455183658753,22.548456637984177,1998,2,广东,深圳
358,114.52140317439488,38.04829153846363,14530,7,河北,石家庄
358,114.5114622561298,37.07668595096609,12143,4,河北,邢台
358,126.97535687530132,46.6600321798244,35211,17,黑龙江,绥化
358,126.54161509031664,45.80882582795218,53186,18,黑龙江,哈尔滨
358,125.94660627598029,41.733815801613424,15698,56,吉林,通化
358,125.3306020759069,43.82195350104314,24592,11,吉林,长春
358,113.27143134445974,23.13533630669501,7249,2,广东,广州
359,114.52140317439488,38.04829153846363,14530,5,河北,石家庄
359,126.97535687530132,46.6600321798244,35211,33,黑龙江,绥化
359,126.54161509031664,45.80882582795218,53186,20,黑龙江,哈尔滨
359,125.94660627598029,41.733815801613424,15698,7,吉林,通化
359,113.27143134445974,23.13533630669501,7249,1,广东,广州
359,113.12851219549718,23.02775875078891,3798,1,广东,佛山
360,114.52140317439488,38.04829153846363,14530,5,河北,石家庄
360,114.5114622561298,37.07668595096609,12143,1,河北,邢台
360,115.4714638376858,38.87998776845534,22135,1,河北,保定
360,126.97535687530132,46.6600321798244,35211,17,黑龙江,绥化
360,126.54161509031664,45.80882582795218,53186,12,黑龙江,哈尔滨
360,125.94660627598029,41.733815801613424,15698,2,吉林,通化
360,125.3306020759069,43.82195350104314,24592,12,吉林,长春
360,113.27143134445974,23.13533630669501,7249,4,广东,广州
360,113.12851219549718,23.02775875078891,3798,3,广东,佛山
360,104.07274727406208,30.578993724029967,14335,1,四川,成都
361,114.52140317439488,38.04829153846363,14530,2,河北,石家庄
361,114.5114622561298,37.07668595096609,12143,1,河北,邢台
361,126.97535687530132,46.6600321798244,35211,17,黑龙江,绥化
361,126.54161509031664,45.80882582795218,53186,11,黑龙江,哈尔滨
361,125.94660627598029,41.733815801613424,15698,6,吉林,通化
361,125.3306020759069,43.82195350104314,24592,3,吉林,长春
361,113.27143134445974,23.13533630669501,7249,1,广东,广州
361,109.51658960525896,34.50571551675255,13033,1,陕西,渭南
361,104.07274727406208,30.578993724029967,14335,1,四川,成都
362,114.52140317439488,38.04829153846363,14530,1,河北,石家庄
362,126.97535687530132,46.6600321798244,35211,12,黑龙江,绥化
362,126.54161509031664,45.80882582795218,53186,9,黑龙江,哈尔滨
362,125.94660627598029,41.733815801613424,15698,11,吉林,通化
362,125.3306020759069,43.82195350104314,24592,2,吉林,长春
362,113.27143134445974,23.13533630669501,7249,5,广东,广州
363,114.52140317439488,38.04829153846363,14530,1,河北,石家庄
363,126.97535687530132,46.6600321798244,35211,10,黑龙江,绥化
363,126.54161509031664,45.80882582795218,53186,17,黑龙江,哈尔滨
363,125.94660627598029,41.733815801613424,15698,2,吉林,通化
363,125.3306020759069,43.82195350104314,24592,3,吉林,长春
363,104.07274727406208,30.578993724029967,14335,1,四川,成都
364,126.97535687530132,46.6600321798244,35211,4,黑龙江,绥化
364,126.54161509031664,45.80882582795218,53186,5,黑龙江,哈尔滨
364,114.52140317439488,38.04829153846363,14530,1,河北,石家庄
364,125.94660627598029,41.733815801613424,15698,58,吉林,通化
364,125.3306020759069,43.82195350104314,24592,5,吉林,长春
364,113.27143134445974,23.13533630669501,7249,1,广东,广州
364,113.08855619524044,22.584603880965,9505,1,广东,江门
364,114.06455183658753,22.548456637984177,1998,1,广东,深圳
364,104.07274727406208,30.578993724029967,14335,1,四川,成都
365,126.97535687530132,46.6600321798244,35211,9,黑龙江,绥化
365,126.54161509031664,45.80882582795218,53186,13,黑龙江,哈尔滨
365,114.52140317439488,38.04829153846363,14530,1,河北,石家庄
365,125.94660627598029,41.733815801613424,15698,8,吉林,通化
365,125.3306020759069,43.82195350104314,24592,2,吉林,长春
365,113.27143134445974,23.13533630669501,7249,1,广东,广州
366,126.97535687530132,46.6600321798244,35211,2,黑龙江,绥化
366,126.54161509031664,45.80882582795218,53186,6,黑龙江,哈尔滨
366,125.94660627598029,41.733815801613424,15698,4,吉林,通化
366,113.27143134445974,23.13533630669501,7249,1,广东,广州
366,112.47148894063037,23.052888771125616,14891,1,广东,肇庆
366,104.07274727406208,30.578993724029967,14335,1,四川,成都
367,126.97535687530132,46.6600321798244,35211,2,黑龙江,绥化
367,126.54161509031664,45.80882582795218,53186,4,黑龙江,哈尔滨
367,125.94660627598029,41.733815801613424,15698,5,吉林,通化
367,125.3306020759069,43.82195350104314,24592,3,吉林,长春
367,114.52140317439488,38.04829153846363,14530,1,河北,石家庄
367,113.12851219549718,23.02775875078891,3798,2,广东,佛山
367,104.07274727406208,30.578993724029967,14335,2,四川,成都
368,126.97535687530132,46.6600321798244,35211,3,黑龙江,绥化
368,126.54161509031664,45.80882582795218,53186,1,黑龙江,哈尔滨
368,125.94660627598029,41.733815801613424,15698,6,吉林,通化
368,125.3306020759069,43.82195350104314,24592,2,吉林,长春
368,114.52140317439488,38.04829153846363,14530,2,河北,石家庄
368,113.27143134445974,23.13533630669501,7249,3,广东,广州
369,126.97535687530132,46.6600321798244,35211,3,黑龙江,绥化
369,126.54161509031664,45.80882582795218,53186,2,黑龙江,哈尔滨
369,113.27143134445974,23.13533630669501,7249,2,广东,广州
370,126.97535687530132,46.6600321798244,35211,3,黑龙江,绥化
370,125.94660627598029,41.733815801613424,15698,1,吉林,通化
370,113.12851219549718,23.02775875078891,3798,1,广东,佛山
371,125.94660627598029,41.733815801613424,15698,1,吉林,通化
371,113.27143134445974,23.13533630669501,7249,1,广东,广州
371,113.12851219549718,23.02775875078891,3798,1,广东,佛山
372,113.27143134445974,23.13533630669501,7249,7,广东,广州
373,113.27143134445974,23.13533630669501,7249,6,广东,广州
373,113.12851219549718,23.02775875078891,3798,1,广东,佛山
373,104.07274727406208,30.578993724029967,14335,1,四川,成都
374,104.07274727406208,30.578993724029967,14335,1,四川,成都
375,113.27143134445974,23.13533630669501,7249,1,广东,广州
376,113.08855619524044,22.584603880965,9505,1,广东,江门
376,114.06455183658753,22.548456637984177,1998,1,广东,深圳
376,104.07274727406208,30.578993724029967,14335,2,四川,成都
377,113.27143134445974,23.13533630669501,7249,1,广东,广州
377,114.06455183658753,22.548456637984177,1998,2,广东,深圳
378,113.27143134445974,23.13533630669501,7249,2,广东,广州
378,104.07274727406208,30.578993724029967,14335,1,四川,成都
379,114.52140317439488,38.04829153846363,14530,1,河北,石家庄
379,113.27143134445974,23.13533630669501,7249,2,广东,广州
379,113.12851219549718,23.02775875078891,3798,1,广东,佛山
379,114.06455183658753,22.548456637984177,1998,1,广东,深圳
380,113.27143134445974,23.13533630669501,7249,7,广东,广州
380,113.12851219549718,23.02775875078891,3798,1,广东,佛山
380,104.07274727406208,30.578993724029967,14335,1,四川,成都
381,113.27143134445974,23.13533630669501,7249,5,广东,广州
381,113.12851219549718,23.02775875078891,3798,1,广东,佛山
381,104.07274727406208,30.578993724029967,14335,1,四川,成都
382,114.31158155473231,30.598466736400987,8483,1,湖北,武汉
382,113.27143134445974,23.13533630669501,7249,3,广东,广州
382,104.07274727406208,30.578993724029967,14335,2,四川,成都
384,113.27143134445974,23.13533630669501,7249,2,广东,广州
384,114.06455183658753,22.548456637984177,1998,1,广东,深圳
384,104.07274727406208,30.578993724029967,14335,1,四川,成都
385,113.27143134445974,23.13533630669501,7249,1,广东,广州
385,104.07274727406208,30.578993724029967,14335,2,四川,成都
385,123.47109664482264,41.68383006919066,12860,1,辽宁,沈阳
386,113.27143134445974,23.13533630669501,7249,3,广东,广州
386,104.07274727406208,30.578993724029967,14335,2,四川,成都
387,113.27143134445974,23.13533630669501,7249,9,广东,广州
388,104.07274727406208,30.578993724029967,14335,2,四川,成都
389,113.27143134445974,23.13533630669501,7249,2,广东,广州
389,104.07274727406208,30.578993724029967,14335,1,四川,成都
390,113.27143134445974,23.13533630669501,7249,2,广东,广州
391,113.27143134445974,23.13533630669501,7249,4,广东,广州
391,114.06455183658753,22.548456637984177,1998,1,广东,深圳
391,104.07274727406208,30.578993724029967,14335,1,四川,成都
392,113.27143134445974,23.13533630669501,7249,1,广东,广州
393,113.27143134445974,23.13533630669501,7249,5,广东,广州
393,114.06455183658753,22.548456637984177,1998,1,广东,深圳
393,104.07274727406208,30.578993724029967,14335,9,四川,成都
394,113.27143134445974,23.13533630669501,7249,2,广东,广州
394,114.06455183658753,22.548456637984177,1998,1,广东,深圳
394,104.07274727406208,30.578993724029967,14335,4,四川,成都
395,113.27143134445974,23.13533630669501,7249,3,广东,广州
395,104.07274727406208,30.578993724029967,14335,5,四川,成都
396,113.27143134445974,23.13533630669501,7249,2,广东,广州
396,113.12851219549718,23.02775875078891,3798,1,广东,佛山
396,104.07274727406208,30.578993724029967,14335,1,四川,成都
397,113.27143134445974,23.13533630669501,7249,1,广东,广州
398,113.27143134445974,23.13533630669501,7249,2,广东,广州
398,114.06455183658753,22.548456637984177,1998,1,广东,深圳
398,104.07274727406208,30.578993724029967,14335,1,四川,成都
399,113.27143134445974,23.13533630669501,7249,4,广东,广州
399,104.07274727406208,30.578993724029967,14335,7,四川,成都
400,113.27143134445974,23.13533630669501,7249,1,广东,广州
400,114.06455183658753,22.548456637984177,1998,2,广东,深圳
400,113.06246832527266,23.688230292088083,19036,1,广东,清远
400,104.07274727406208,30.578993724029967,14335,2,四川,成都
401,113.27143134445974,23.13533630669501,7249,1,广东,广州
401,113.58255478654918,22.27656465424921,1737,1,广东,珠海
401,104.07274727406208,30.578993724029967,14335,4,四川,成都
402,113.12851219549718,23.02775875078891,3798,1,广东,佛山
403,113.27143134445974,23.13533630669501,7249,1,广东,广州
403,113.12851219549718,23.02775875078891,3798,1,广东,佛山
403,104.07274727406208,30.578993724029967,14335,3,四川,成都
404,113.27143134445974,23.13533630669501,7249,2,广东,广州
404,104.07274727406208,30.578993724029967,14335,2,四川,成都
405,113.27143134445974,23.13533630669501,7249,2,广东,广州
405,113.12851219549718,23.02775875078891,3798,1,广东,佛山
406,114.06455183658753,22.548456637984177,1998,1,广东,深圳
407,112.47148894063037,23.052888771125616,14891,1,广东,肇庆
408,104.07274727406208,30.578993724029967,14335,6,四川,成都
409,104.07274727406208,30.578993724029967,14335,2,四川,成都
410,113.27143134445974,23.13533630669501,7249,1,广东,广州
411,113.27143134445974,23.13533630669501,7249,1,广东,广州
411,112.47148894063037,23.052888771125616,14891,2,广东,肇庆
411,108.94646555063274,34.34726881662395,246,1,陕西,西安
412,113.12851219549718,23.02775875078891,3798,1,广东,佛山
412,112.47148894063037,23.052888771125616,14891,1,广东,肇庆
413,113.27143134445974,23.13533630669501,7249,1,广东,广州
414,113.12851219549718,23.02775875078891,3798,1,广东,佛山
415,113.27143134445974,23.13533630669501,7249,4,广东,广州
415,104.07274727406208,30.578993724029967,14335,1,四川,成都
416,113.27143134445974,23.13533630669501,7249,2,广东,广州
416,104.07274727406208,30.578993724029967,14335,1,四川,成都
417,114.31158155473231,30.598466736400987,8483,1,湖北,武汉
417,113.27143134445974,23.13533630669501,7249,1,广东,广州
417,112.47148894063037,23.052888771125616,14891,3,广东,肇庆
418,114.06455183658753,22.548456637984177,1998,1,广东,深圳
418,113.12851219549718,23.02775875078891,3798,1,广东,佛山
419,113.27143134445974,23.13533630669501,7249,1,广东,广州
419,104.07274727406208,30.578993724029967,14335,2,四川,成都
419,115.8645894423166,28.68945529506072,7195,1,江西,南昌
420,113.27143134445974,23.13533630669501,7249,1,广东,广州
420,104.07274727406208,30.578993724029967,14335,2,四川,成都
421,113.27143134445974,23.13533630669501,7249,8,广东,广州
421,104.07274727406208,30.578993724029967,14335,2,四川,成都
422,113.27143134445974,23.13533630669501,7249,2,广东,广州
422,104.07274727406208,30.578993724029967,14335,3,四川,成都
423,113.27143134445974,23.13533630669501,7249,2,广东,广州
424,113.27143134445974,23.13533630669501,7249,2,广东,广州
424,113.12851219549718,23.02775875078891,3798,1,广东,佛山
425,104.07274727406208,30.578993724029967,14335,1,四川,成都
426,113.27143134445974,23.13533630669501,7249,2,广东,广州
426,114.06455183658753,22.548456637984177,1998,1,广东,深圳
427,113.27143134445974,23.13533630669501,7249,2,广东,广州
428,104.07274727406208,30.578993724029967,14335,3,四川,成都
429,113.27143134445974,23.13533630669501,7249,2,广东,广州
430,114.31158155473231,30.598466736400987,8483,1,湖北,武汉
430,113.27143134445974,23.13533630669501,7249,1,广东,广州
430,104.07274727406208,30.578993724029967,14335,2,四川,成都
431,113.12851219549718,23.02775875078891,3798,1,广东,佛山
432,113.27143134445974,23.13533630669501,7249,4,广东,广州
433,114.31158155473231,30.598466736400987,8483,1,湖北,武汉
434,113.27143134445974,23.13533630669501,7249,1,广东,广州
434,104.07274727406208,30.578993724029967,14335,1,四川,成都
435,113.27143134445974,23.13533630669501,7249,3,广东,广州
436,113.27143134445974,23.13533630669501,7249,2,广东,广州
436,104.07274727406208,30.578993724029967,14335,2,四川,成都
437,113.27143134445974,23.13533630669501,7249,3,广东,广州
437,104.07274727406208,30.578993724029967,14335,1,四川,成都
438,114.31158155473231,30.598466736400987,8483,1,湖北,武汉
438,113.27143134445974,23.13533630669501,7249,3,广东,广州
438,113.12851219549718,23.02775875078891,3798,1,广东,佛山
438,104.07274727406208,30.578993724029967,14335,1,四川,成都
439,113.27143134445974,23.13533630669501,7249,2,广东,广州
440,113.27143134445974,23.13533630669501,7249,3,广东,广州
440,104.07274727406208,30.578993724029967,14335,2,四川,成都
441,113.27143134445974,23.13533630669501,7249,4,广东,广州
441,104.07274727406208,30.578993724029967,14335,2,四川,成都
442,113.27143134445974,23.13533630669501,7249,2,广东,广州
442,109.51855670139908,18.25873629174785,1918,4,海南,三亚
443,114.31158155473231,30.598466736400987,8483,1,湖北,武汉
443,104.07274727406208,30.578993724029967,14335,1,四川,成都
444,113.27143134445974,23.13533630669501,7249,1,广东,广州
444,104.07274727406208,30.578993724029967,14335,1,四川,成都
444,110.2067198964201,20.052113086180366,2315,12,海南,海口
445,114.31158155473231,30.598466736400987,8483,1,湖北,武汉
445,113.27143134445974,23.13533630669501,7249,2,广东,广州
446,113.27143134445974,23.13533630669501,7249,4,广东,广州
446,114.06455183658753,22.548456637984177,1998,1,广东,深圳
446,104.07274727406208,30.578993724029967,14335,2,四川,成都
447,114.06455183658753,22.548456637984177,1998,1,广东,深圳
447,104.07274727406208,30.578993724029967,14335,1,四川,成都
449,113.27143134445974,23.13533630669501,7249,1,广东,广州
449,104.07274727406208,30.578993724029967,14335,2,四川,成都
450,113.27143134445974,23.13533630669501,7249,2,广东,广州
450,104.07274727406208,30.578993724029967,14335,5,四川,成都
451,113.27143134445974,23.13533630669501,7249,2,广东,广州
451,113.12851219549718,23.02775875078891,3798,1,广东,佛山
451,104.07274727406208,30.578993724029967,14335,3,四川,成都
452,114.31158155473231,30.598466736400987,8483,1,湖北,武汉
452,113.12851219549718,23.02775875078891,3798,1,广东,佛山
452,104.07274727406208,30.578993724029967,14335,1,四川,成都
453,113.27143134445974,23.13533630669501,7249,2,广东,广州
454,113.27143134445974,23.13533630669501,7249,6,广东,广州
454,113.12851219549718,23.02775875078891,3798,1,广东,佛山
454,104.07274727406208,30.578993724029967,14335,2,四川,成都
455,113.27143134445974,23.13533630669501,7249,5,广东,广州
455,113.12851219549718,23.02775875078891,3798,1,广东,佛山
456,113.27143134445974,23.13533630669501,7249,4,广东,广州
456,104.07274727406208,30.578993724029967,14335,1,四川,成都
457,113.27143134445974,23.13533630669501,7249,4,广东,广州
457,104.07274727406208,30.578993724029967,14335,6,四川,成都
458,113.27143134445974,23.13533630669501,7249,1,广东,广州
458,104.07274727406208,30.578993724029967,14335,2,四川,成都
459,113.27143134445974,23.13533630669501,7249,1,广东,广州
459,104.07274727406208,30.578993724029967,14335,2,四川,成都
460,113.27143134445974,23.13533630669501,7249,5,广东,广州
462,113.27143134445974,23.13533630669501,7249,5,广东,广州
462,106.23849358740016,38.4924600555096,8874,1,宁夏,银川
463,113.27143134445974,23.13533630669501,7249,2,广东,广州
463,104.07274727406208,30.578993724029967,14335,1,四川,成都
464,113.27143134445974,23.13533630669501,7249,1,广东,广州
464,104.07274727406208,30.578993724029967,14335,4,四川,成都
465,113.27143134445974,23.13533630669501,7249,8,广东,广州
465,104.07274727406208,30.578993724029967,14335,1,四川,成都
466,113.27143134445974,23.13533630669501,7249,2,广东,广州
466,104.07274727406208,30.578993724029967,14335,1,四川,成都
467,113.27143134445974,23.13533630669501,7249,3,广东,广州
467,117.23344266497664,31.826577833686887,11496,1,安徽,合肥
467,116.52640966418568,31.741450815322555,15351,1,安徽,六安
468,113.27143134445974,23.13533630669501,7249,1,广东,广州
468,104.07274727406208,30.578993724029967,14335,1,四川,成都
468,116.52640966418568,31.741450815322555,15351,2,安徽,六安
468,117.23344266497664,31.826577833686887,11496,1,安徽,合肥
468,122.2257988027918,40.63070304275062,5525,2,辽宁,营口
469,113.27143134445974,23.13533630669501,7249,5,广东,广州
469,104.07274727406208,30.578993724029967,14335,1,四川,成都
469,122.2257988027918,40.63070304275062,5525,3,辽宁,营口
469,123.47109664482264,41.68383006919066,12860,1,辽宁,沈阳
470,113.27143134445974,23.13533630669501,7249,4,广东,广州
470,104.07274727406208,30.578993724029967,14335,1,四川,成都
470,122.2257988027918,40.63070304275062,5525,2,辽宁,营口
470,123.47109664482264,41.68383006919066,12860,1,辽宁,沈阳
470,116.52640966418568,31.741450815322555,15351,2,安徽,六安
471,113.27143134445974,23.13533630669501,7249,1,广东,广州
471,104.07274727406208,30.578993724029967,14335,2,四川,成都
471,122.2257988027918,40.63070304275062,5525,2,辽宁,营口
471,123.47109664482264,41.68383006919066,12860,2,辽宁,沈阳
472,114.31158155473231,30.598466736400987,8483,1,湖北,武汉
472,113.27143134445974,23.13533630669501,7249,1,广东,广州
473,113.27143134445974,23.13533630669501,7249,1,广东,广州
473,104.07274727406208,30.578993724029967,14335,1,四川,成都
473,122.2257988027918,40.63070304275062,5525,1,辽宁,营口
474,113.27143134445974,23.13533630669501,7249,1,广东,广州
474,104.07274727406208,30.578993724029967,14335,1,四川,成都
475,113.27143134445974,23.13533630669501,7249,4,广东,广州
475,114.06455183658753,22.548456637984177,1998,2,广东,深圳
475,104.07274727406208,30.578993724029967,14335,2,四川,成都
476,113.27143134445974,23.13533630669501,7249,3,广东,广州
476,104.07274727406208,30.578993724029967,14335,4,四川,成都
476,116.52640966418568,31.741450815322555,15351,1,安徽,六安
477,113.27143134445974,23.13533630669501,7249,3,广东,广州
477,104.07274727406208,30.578993724029967,14335,3,四川,成都
478,104.07274727406208,30.578993724029967,14335,1,四川,成都
478,116.52640966418568,31.741450815322555,15351,2,安徽,六安
479,113.27143134445974,23.13533630669501,7249,1,广东,广州
479,104.07274727406208,30.578993724029967,14335,2,四川,成都
480,113.27143134445974,23.13533630669501,7249,4,广东,广州
480,110.36555441392824,21.27672343901208,13263,9,广东,湛江
480,113.12851219549718,23.02775875078891,3798,1,广东,佛山
480,104.07274727406208,30.578993724029967,14335,1,四川,成都
481,110.36555441392824,21.27672343901208,13263,1,广东,湛江
481,104.07274727406208,30.578993724029967,14335,3,四川,成都
482,113.27143134445974,23.13533630669501,7249,2,广东,广州
482,113.12851219549718,23.02775875078891,3798,1,广东,佛山
482,104.07274727406208,30.578993724029967,14335,2,四川,成都
483,113.27143134445974,23.13533630669501,7249,1,广东,广州
483,104.07274727406208,30.578993724029967,14335,1,四川,成都
484,113.27143134445974,23.13533630669501,7249,21,广东,广州
484,113.12851219549718,23.02775875078891,3798,2,广东,佛山
485,113.27143134445974,23.13533630669501,7249,12,广东,广州
485,113.12851219549718,23.02775875078891,3798,1,广东,佛山
485,104.07274727406208,30.578993724029967,14335,2,四川,成都
486,113.27143134445974,23.13533630669501,7249,9,广东,广州
486,113.12851219549718,23.02775875078891,3798,4,广东,佛山
486,104.07274727406208,30.578993724029967,14335,1,四川,成都
487,113.27143134445974,23.13533630669501,7249,17,广东,广州
487,104.07274727406208,30.578993724029967,14335,2,四川,成都
488,113.27143134445974,23.13533630669501,7249,10,广东,广州
488,113.12851219549718,23.02775875078891,3798,1,广东,佛山
488,104.07274727406208,30.578993724029967,14335,2,四川,成都
489,113.27143134445974,23.13533630669501,7249,13,广东,广州
489,113.12851219549718,23.02775875078891,3798,2,广东,佛山
489,112.47148894063037,23.052888771125616,14891,1,广东,肇庆
489,104.07274727406208,30.578993724029967,14335,1,四川,成都
490,113.27143134445974,23.13533630669501,7249,8,广东,广州
490,114.06455183658753,22.548456637984177,1998,1,广东,深圳
490,104.07274727406208,30.578993724029967,14335,6,四川,成都
491,113.27143134445974,23.13533630669501,7249,5,广东,广州
491,113.12851219549718,23.02775875078891,3798,2,广东,佛山
491,114.06455183658753,22.548456637984177,1998,1,广东,深圳
491,104.07274727406208,30.578993724029967,14335,1,四川,成都
492,113.27143134445974,23.13533630669501,7249,17,广东,广州
492,113.12851219549718,23.02775875078891,3798,1,广东,佛山
492,110.36555441392824,21.27672343901208,13263,1,广东,湛江
492,114.06455183658753,22.548456637984177,1998,3,广东,深圳
492,104.07274727406208,30.578993724029967,14335,1,四川,成都
493,113.27143134445974,23.13533630669501,7249,8,广东,广州
493,112.47148894063037,23.052888771125616,14891,1,广东,肇庆
493,104.07274727406208,30.578993724029967,14335,2,四川,成都
494,113.27143134445974,23.13533630669501,7249,9,广东,广州
494,104.07274727406208,30.578993724029967,14335,1,四川,成都
495,113.27143134445974,23.13533630669501,7249,11,广东,广州
495,104.07274727406208,30.578993724029967,14335,2,四川,成都
496,113.27143134445974,23.13533630669501,7249,10,广东,广州
496,114.06455183658753,22.548456637984177,1998,1,广东,深圳
496,113.39942236263188,22.5223146707905,40,1,广东,中山
496,104.07274727406208,30.578993724029967,14335,1,四川,成都
497,113.27143134445974,23.13533630669501,7249,12,广东,广州
497,113.12851219549718,23.02775875078891,3798,1,广东,佛山
497,104.07274727406208,30.578993724029967,14335,3,四川,成都
498,113.27143134445974,23.13533630669501,7249,6,广东,广州
498,114.06455183658753,22.548456637984177,1998,1,广东,深圳
498,104.07274727406208,30.578993724029967,14335,4,四川,成都
499,113.27143134445974,23.13533630669501,7249,5,广东,广州
499,114.06455183658753,22.548456637984177,1998,4,广东,深圳
499,113.39942236263188,22.5223146707905,40,1,广东,中山
499,104.07274727406208,30.578993724029967,14335,1,四川,成都
500,113.27143134445974,23.13533630669501,7249,2,广东,广州
500,114.06455183658753,22.548456637984177,1998,13,广东,深圳
500,104.07274727406208,30.578993724029967,14335,1,四川,成都
501,113.27143134445974,23.13533630669501,7249,4,广东,广州
501,114.06455183658753,22.548456637984177,1998,3,广东,深圳
501,104.07274727406208,30.578993724029967,14335,1,四川,成都
502,113.27143134445974,23.13533630669501,7249,2,广东,广州
502,114.06455183658753,22.548456637984177,1998,4,广东,深圳
502,113.12851219549718,23.02775875078891,3798,3,广东,佛山
503,113.27143134445974,23.13533630669501,7249,3,广东,广州
503,114.06455183658753,22.548456637984177,1998,3,广东,深圳
