CityName,CityShortName,CityCode,ParentCode,LastUpdate,totalConfirmed,totalHealed,totalDeath,incrConfirmed,incrHealed,incrDeath
陇南市,陇南,6212,62,2022-06-04,7,7,0,0,,
临夏回族自治州,临夏,6229,62,2022-06-04,3,3,0,0,,
甘南藏族自治州,甘南州,6230,62,2022-06-04,8,8,0,0,,
嘉峪关市,嘉峪关,620201,62,2022-06-04,5,5,0,0,,
青海省,青海,63,0,2022-06-04,147,147,0,0,0.0,0.0
西宁市,西宁,6301,63,2022-06-04,119,81,0,0,,
海东市,海东,6302,63,2022-06-04,5,4,0,0,,
海北藏族自治州,海北州,6322,63,2022-06-04,3,3,0,0,,
黄南藏族自治州,,6323,63,2022-06-04,,,,,,
海南藏族自治州,海南,6325,63,2022-06-04,288,282,6,0,0.0,0.0
果洛藏族自治州,,6326,63,2022-06-04,,,,,,
玉树藏族自治州,,6327,63,2022-06-04,,,,,,
海西蒙古族藏族自治州,,6328,63,2022-06-04,,,,,,
宁夏回族自治区,宁夏,64,0,2022-06-04,122,122,0,0,0.0,0.0
银川市,银川,6401,64,2022-06-04,68,68,0,0,,
石嘴山市,石嘴山,6402,64,2022-06-04,1,1,0,0,,
吴忠市,吴忠,6403,64,2022-06-04,39,39,0,0,,
固原市,固原,6404,64,2022-06-04,5,5,0,0,,
中卫市,中卫,6405,64,2022-06-04,4,4,0,0,,
新疆维吾尔自治区,新疆,65,0,2022-06-04,1008,1005,3,0,0.0,0.0
乌鲁木齐市,乌鲁木齐,6501,65,2022-06-04,857,857,0,0,,
克拉玛依市,克拉玛依,6502,65,2022-06-04,0,0,0,0,,
吐鲁番市,吐鲁番,6504,65,2022-06-04,3,3,0,0,,
哈密市,哈密,6505,65,2022-06-04,0,0,0,0,,
昌吉回族自治州,昌吉州,6523,65,2022-06-04,5,5,0,0,,
博尔塔拉蒙古自治州,博尔塔拉蒙古自治州,6527,65,2020-08-20,0,0,0,0,0.0,0.0
巴音郭楞蒙古自治州,巴州,6528,65,2022-04-30,3,3,0,0,,
阿克苏地区,阿克苏,6529,65,2022-06-04,1,1,0,0,,
克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,6530,65,2020-08-20,0,0,0,0,0.0,0.0
喀什地区,喀什,6531,65,2022-06-04,80,80,0,0,,
和田地区,和田,6532,65,2022-06-04,0,0,0,0,,
伊犁哈萨克自治州,伊犁州,6540,65,2022-05-07,31,27,0,0,,
塔城地区,兵团第九师,6542,65,2022-06-04,4,3,1,0,,
阿勒泰地区,阿勒泰,6543,65,2022-06-04,0,0,0,0,,
石河子市,第八师石河子,659001,65,2022-06-04,4,3,1,0,,
阿拉尔市,阿拉尔,659002,65,2020-08-20,0,0,0,0,0.0,0.0
图木舒克市,图木舒克,659003,65,2020-08-20,0,0,0,0,0.0,0.0
五家渠市,六师五家渠,659004,65,2022-06-04,2,2,0,0,,
铁门关市,,659006,65,2022-06-04,,,,,,
台湾省,台湾,71,0,2022-06-04,2274666,13742,2663,76505,0.0,142.0
香港特别行政区,香港,81,0,2022-06-04,332619,62437,9382,72,56.0,2.0
澳门特别行政区,澳门,82,0,2022-06-04,83,82,0,0,0.0,0.0
