CityName,CityShortName,CityCode,ParentCode,LastUpdate,totalConfirmed,totalHealed,totalDeath,incrConfirmed,incrHealed,incrDeath
嘉定区,嘉定,310114,31,2022-03-26,40,14,2,0,,
浦东新区,浦东,310115,31,2022-03-26,177,89,1,31,,
金山区,金山,310116,31,2022-03-26,8,6,0,0,,
松江区,松江,310117,31,2022-03-26,22,19,0,1,,
青浦区,青浦,310118,31,2022-03-26,9,8,0,0,,
奉贤区,奉贤,310120,31,2022-03-26,15,12,0,0,,
崇明区,崇明,310151,31,2022-03-26,7,4,0,0,,
江苏省,江苏,32,0,2022-03-26,1998,1913,0,6,3.0,0.0
南京市,南京,3201,32,2022-03-26,336,331,0,0,,
无锡市,无锡,3202,32,2022-03-26,59,55,0,0,,
徐州市,徐州,3203,32,2022-03-26,80,79,0,0,,
常州市,常州,3204,32,2022-03-26,83,54,0,0,,
苏州市,苏州,3205,32,2022-03-26,207,205,0,0,,
南通市,南通,3206,32,2022-03-26,41,40,0,0,,
连云港市,连云港,3207,32,2022-03-26,193,167,0,0,,
淮安市,淮安,3208,32,2022-03-26,78,78,0,0,,
盐城市,盐城,3209,32,2022-03-26,36,27,0,3,,
扬州市,扬州,3210,32,2022-03-26,593,593,0,0,,
镇江市,镇江,3211,32,2022-03-26,13,12,0,0,,
泰州市,泰州,3212,32,2022-03-26,40,37,0,3,,
宿迁市,宿迁,3213,32,2022-03-26,19,16,0,0,,
浙江省,浙江,33,0,2022-03-26,2652,2067,1,7,0.0,0.0
杭州市,杭州,3301,33,2022-03-26,385,215,0,0,,
宁波市,宁波,3302,33,2022-03-26,271,269,0,0,,
温州市,温州,3303,33,2022-03-26,507,503,1,0,,
嘉兴市,嘉兴,3304,33,2022-03-26,92,46,0,1,,
湖州市,湖州,3305,33,2022-03-26,14,10,0,0,,
绍兴市,绍兴,3306,33,2022-03-26,431,429,0,0,,
金华市,金华,3307,33,2022-03-26,58,57,0,0,,
衢州市,衢州,3308,33,2022-03-26,109,22,0,0,,
舟山市,舟山,3309,33,2022-03-26,11,10,0,0,,
台州市,台州,3310,33,2022-03-26,147,147,0,0,,
丽水市,丽水,3311,33,2022-03-26,17,17,0,0,,
安徽省,安徽,34,0,2022-03-26,1026,1005,6,1,1.0,0.0
合肥市,合肥,3401,34,2022-03-26,176,175,1,0,,
芜湖市,芜湖,3402,34,2022-03-26,36,34,0,1,,
蚌埠市,蚌埠,3403,34,2022-03-26,160,155,5,0,,
淮南市,淮南,3404,34,2022-03-26,27,27,0,0,,
马鞍山市,鞍山,3405,34,2022-03-26,4,4,0,0,,
淮北市,淮北,3406,34,2022-03-26,27,27,0,0,,
铜陵市,铜陵,3407,34,2022-03-26,33,29,0,0,,
安庆市,安庆,3408,34,2022-03-26,83,83,0,0,,
黄山市,黄山,3410,34,2022-03-26,9,9,0,0,,
滁州市,滁州,3411,34,2022-03-26,13,13,0,0,,
阜阳市,阜阳,3412,34,2022-03-26,156,156,0,0,,
宿州市,宿州,3413,34,2022-03-26,42,42,0,0,,
六安市,六安,3415,34,2022-03-26,77,77,0,0,,
亳州市,亳州,3416,34,2022-03-26,108,108,0,0,,
池州市,池州,3417,34,2022-03-26,17,17,0,0,,
宣城市,宣城,3418,34,2022-03-26,6,6,0,0,,
福建省,福建,35,0,2022-03-26,2733,1601,1,5,8.0,0.0
福州市,福州,3501,35,2022-03-26,74,71,1,0,,
厦门市,厦门,3502,35,2022-03-26,299,277,0,0,,
莆田市,莆田,3503,35,2022-03-26,321,261,0,0,,
三明市,三明,3504,35,2022-03-26,15,14,0,0,,
泉州市,泉州,3505,35,2022-03-26,1069,72,0,4,,
漳州市,漳州,3506,35,2022-03-26,39,23,0,0,,
南平市,南平,3507,35,2022-03-26,20,20,0,0,,
龙岩市,龙岩,3508,35,2022-03-26,6,6,0,0,,
宁德市,宁德,3509,35,2022-03-26,27,26,0,0,,
江西省,江西,36,0,2022-03-26,1030,967,1,3,5.0,0.0
南昌市,南昌,3601,36,2022-03-26,297,240,0,3,,
景德镇市,景德镇,3602,36,2022-03-26,6,6,0,0,,
萍乡市,萍乡,3603,36,2022-03-26,33,33,0,0,,
九江市,九江,3604,36,2022-03-26,121,117,0,0,,
新余市,新余,3605,36,2022-03-26,129,129,0,0,,
鹰潭市,鹰潭,3606,36,2022-03-26,18,18,0,0,,
赣州市,赣州,3607,36,2022-03-26,75,73,1,0,,
吉安市,吉安,3608,36,2022-03-26,22,22,0,0,,
宜春市,宜春,3609,36,2022-03-26,106,106,0,0,,
抚州市,抚州,3610,36,2022-03-26,72,72,0,0,,
上饶市,上饶,3611,36,2022-03-26,144,144,0,0,,
山东省,山东,37,0,2022-03-26,2543,1704,7,8,74.0,0.0
济南市,济南,3701,37,2022-03-26,52,50,0,0,,
青岛市,青岛,3702,37,2022-03-26,965,110,1,0,,
淄博市,淄博,3703,37,2022-03-26,76,29,1,0,,
枣庄市,枣庄,3704,37,2022-03-26,24,24,0,0,,
东营市,,3705,37,2022-03-26,,,,,,
烟台市,烟台,3706,37,2022-03-26,82,58,0,0,,
潍坊市,潍坊,3707,37,2022-03-26,52,44,0,0,,
济宁市,济宁,3708,37,2022-03-26,260,260,0,0,,
泰安市,泰安,3709,37,2022-03-26,35,33,2,0,,
威海市,威海,3710,37,2022-03-26,100,37,1,1,,
日照市,日照,3711,37,2022-03-26,35,30,0,0,,
莱芜市,,3712,37,2022-03-26,,,,,,
临沂市,临沂,3713,37,2022-03-26,66,49,0,0,,
德州市,德州,3714,37,2022-03-26,109,35,2,0,,
聊城市,聊城,3715,37,2022-03-26,38,38,0,0,,
滨州市,滨州,3716,37,2022-03-26,209,16,0,5,,
菏泽市,菏泽,3717,37,2022-03-26,18,18,0,0,,
河南省,河南,41,0,2022-03-26,2761,2673,22,3,0.0,0.0
郑州市,郑州,4101,41,2022-03-26,491,483,5,0,,
开封市,开封,4102,41,2022-03-26,37,33,0,0,,
洛阳市,洛阳,4103,41,2022-03-26,42,40,1,0,,
平顶山市,平顶山,4104,41,2022-03-26,59,58,1,0,,
安阳市,安阳,4105,41,2022-03-26,522,522,0,0,,
鹤壁市,鹤壁,4106,41,2022-03-26,19,19,0,0,,
新乡市,新乡,4107,41,2022-03-26,57,54,3,0,,
焦作市,焦作,4108,41,2022-03-26,46,31,1,0,,
濮阳市,濮阳,4109,41,2022-03-26,22,17,0,0,,
许昌市,许昌,4110,41,2022-03-26,405,404,1,0,,
漯河市,漯河,4111,41,2022-03-26,40,36,0,1,,
三门峡市,三门峡,4112,41,2022-03-26,8,7,1,0,,
南阳市,南阳,4113,41,2022-03-26,156,153,3,0,,
商丘市,商丘,4114,41,2022-03-26,110,106,3,0,,
信阳市,信阳,4115,41,2022-03-26,278,275,2,0,,
周口市,周口,4116,41,2022-03-26,116,100,1,2,,
驻马店市,驻马店,4117,41,2022-03-26,143,143,0,0,,
济源市,济源示范区,419001,41,2022-03-26,5,5,0,0,,
湖北省,湖北,42,0,2022-03-26,68391,63870,4512,0,0.0,0.0
武汉市,武汉,4201,42,2022-03-26,50419,46549,3869,0,,
黄石市,黄石,4202,42,2022-03-26,1015,976,39,0,,
十堰市,十堰,4203,42,2022-03-26,673,664,8,0,,
宜昌市,宜昌,4205,42,2022-03-26,931,894,37,0,,
襄阳市,襄阳,4206,42,2022-03-26,1175,1135,40,0,,
鄂州市,鄂州,4207,42,2022-03-26,1395,1336,59,0,,
荆门市,荆门,4208,42,2022-03-26,971,930,41,0,,
孝感市,孝感,4209,42,2022-03-26,3518,3389,129,0,,
荆州市,荆州,4210,42,2022-03-26,1582,1530,52,0,,
黄冈市,黄冈,4211,42,2022-03-26,2912,2787,125,0,,
咸宁市,咸宁,4212,42,2022-03-26,836,821,15,0,,
随州市,随州,4213,42,2022-03-26,1307,1262,45,0,,
恩施土家族苗族自治州,恩施州,4228,42,2022-03-26,252,245,7,0,,
仙桃市,仙桃,429004,42,2022-03-26,575,553,22,0,,
潜江市,潜江,429005,42,2022-03-26,198,189,9,0,,
天门市,天门,429006,42,2022-03-26,498,483,15,0,,
神农架林区,神农架,429021,42,2022-03-26,11,11,0,0,,
湖南省,湖南,43,0,2022-03-26,1311,1245,4,2,6.0,0.0
长沙市,长沙,4301,43,2022-03-26,262,245,2,1,,
株洲市,株洲,4302,43,2022-03-26,110,110,0,0,,
湘潭市,湘潭,4303,43,2022-03-26,39,39,0,0,,
衡阳市,衡阳,4304,43,2022-03-26,48,48,0,0,,
邵阳市,邵阳,4305,43,2022-03-26,109,102,1,0,,
岳阳市,岳阳,4306,43,2022-03-26,158,155,1,0,,
常德市,常德,4307,43,2022-03-26,82,82,0,0,,
张家界市,张家界,4308,43,2022-03-26,77,77,0,0,,
益阳市,益阳,4309,43,2022-03-26,64,63,0,0,,
郴州市,郴州,4310,43,2022-03-26,39,39,0,0,,
永州市,永州,4311,43,2022-03-26,45,44,0,0,,
怀化市,怀化,4312,43,2022-03-26,61,40,0,0,,
娄底市,娄底,4313,43,2022-03-26,76,76,0,0,,
湘西土家族苗族自治州,湘西自治州,4331,43,2022-03-26,10,10,0,0,,
广东省,广东,44,0,2022-03-26,6526,5539,8,11,67.0,0.0
广州市,广州,4401,44,2022-03-26,540,525,1,0,,
韶关市,韶关,4402,44,2022-03-26,11,9,1,0,,
深圳市,深圳,4403,44,2022-03-26,1350,445,3,2,,
珠海市,珠海,4404,44,2022-03-26,142,115,1,1,,
汕头市,汕头,4405,44,2022-03-26,25,25,0,0,,
佛山市,佛山,4406,44,2022-03-26,101,101,0,0,,
江门市,江门,4407,44,2022-03-26,23,23,0,0,,
湛江市,湛江,4408,44,2022-03-26,23,23,0,0,,
茂名市,茂名,4409,44,2022-03-26,15,14,0,0,,
肇庆市,肇庆,4412,44,2022-03-26,19,18,1,0,,
惠州市,惠州,4413,44,2022-03-26,70,62,0,0,,
梅州市,梅州,4414,44,2022-03-26,18,17,0,0,,
汕尾市,汕尾,4415,44,2022-03-26,7,6,0,1,,
河源市,河源,4416,44,2022-03-26,7,5,0,0,,
阳江市,阳江,4417,44,2022-03-26,15,14,0,0,,
清远市,清远,4418,44,2022-03-26,12,12,0,0,,
潮州市,潮州,4451,44,2022-03-26,5,5,0,0,,
揭阳市,揭阳,4452,44,2022-03-26,10,10,0,0,,
云浮市,云浮,4453,44,2022-03-26,7,0,0,0,,
东莞市,东莞,4419,44,2022-03-26,342,127,1,0,,
中山市,中山,4420,44,2022-03-26,80,71,0,0,,
广西壮族自治区,广西,45,0,2022-03-26,1425,1202,2,7,15.0,0.0
南宁市,南宁,4501,45,2022-03-26,60,57,0,0,,
柳州市,柳州,4502,45,2022-03-26,24,24,0,0,,
桂林市,桂林,4503,45,2022-03-26,33,32,0,0,,
梧州市,梧州,4504,45,2022-03-26,5,5,0,0,,
北海市,北海,4505,45,2022-03-26,44,43,1,0,,
防城港市,防城港,4506,45,2022-03-26,90,58,0,0,,
钦州市,钦州,4507,45,2022-03-26,27,8,0,0,,
贵港市,贵港,4508,45,2022-03-26,8,8,0,0,,
玉林市,玉林,4509,45,2022-03-26,11,11,0,0,,
百色市,百色,4510,45,2022-03-26,279,276,0,0,,
贺州市,贺州,4511,45,2022-03-26,4,4,0,0,,
河池市,河池,4512,45,2022-03-26,28,27,1,0,,
来宾市,来宾,4513,45,2022-03-26,11,11,0,0,,
崇左市,崇左,4514,45,2022-03-26,2,2,0,0,,
海南省,海南,46,0,2022-03-26,193,187,6,0,0.0,0.0
海口市,海口,4601,46,2022-03-26,41,41,0,0,,
三亚市,三亚,4602,46,2022-03-26,58,57,1,0,,
三沙市,,4603,46,2022-03-26,,,,,,
五指山市,,469001,46,2022-03-26,,,,,,
琼海市,琼海,469002,46,2022-03-26,6,5,1,0,,
文昌市,文昌,469005,46,2022-03-26,3,3,0,0,,
万宁市,万宁,469006,46,2022-03-26,13,13,0,0,,
东方市,东方,469007,46,2022-03-26,3,2,1,0,,
定安县,定安县,469021,46,2022-03-26,3,2,1,0,,
屯昌县,,469022,46,2022-03-26,,,,,,
澄迈县,澄迈县,469023,46,2022-03-26,9,8,1,0,,
临高县,临高县,469024,46,2022-03-26,6,6,0,0,,
白沙黎族自治县,,469025,46,2022-03-26,,,,,,
昌江黎族自治县,,469026,46,2022-03-26,,,,,,
乐东黎族自治县,乐东,469027,46,2022-03-26,2,2,0,0,,
陵水黎族自治县,,469028,46,2022-03-26,,,,,,
保亭黎族苗族自治县,保亭,469029,46,2022-03-26,3,3,0,0,,
琼中黎族苗族自治县,,469030,46,2022-03-26,,,,,,
儋州市,儋州,4604,46,2022-03-26,15,14,1,0,,
重庆市,重庆,50,0,2022-03-26,688,642,6,1,11.0,0.0
万州区,万州区,500101,50,2022-03-26,118,114,4,0,,
涪陵区,涪陵区,500102,50,2022-03-26,5,5,0,0,,
渝中区,渝中区,500103,50,2022-03-26,20,20,0,0,,
大渡口区,大渡口区,500104,50,2022-03-26,7,7,0,0,,
江北区,江北区,500105,50,2022-03-26,28,28,0,0,,
沙坪坝区,沙坪坝区,500106,50,2022-03-26,10,10,0,0,,
九龙坡区,九龙坡区,500107,50,2022-03-26,22,21,1,0,,
南岸区,南岸区,500108,50,2022-03-26,15,15,0,0,,
北碚区,,500109,50,2022-03-26,,,,,,
綦江区,綦江区,500110,50,2022-03-26,23,23,0,0,,
大足区,大足区,500111,50,2022-03-26,14,14,0,0,,
渝北区,渝北区,500112,50,2022-03-26,20,18,0,0,,
巴南区,巴南区,500113,50,2022-03-26,12,7,0,0,,
黔江区,黔江区,500114,50,2022-03-26,2,2,0,0,,
长寿区,长寿区,500115,50,2022-03-26,24,24,0,0,,
江津区,江津区,500116,50,2022-03-26,7,7,0,0,,
合川区,合川区,500117,50,2022-03-26,23,23,0,0,,
永川区,永川区,500118,50,2022-03-26,9,6,0,1,,
南川区,,500119,50,2022-03-26,,,,,,
璧山区,璧山区,500120,50,2022-03-26,9,9,0,0,,
铜梁区,铜梁区,500151,50,2022-03-26,10,10,0,0,,
潼南区,潼南区,500152,50,2022-03-26,18,18,0,0,,
荣昌区,荣昌区,500153,50,2022-03-26,9,9,0,0,,
开州区,开州区,500154,50,2022-03-26,21,20,1,0,,
县,,5002,50,2022-03-26,,,,,,
四川省,四川,51,0,2022-03-26,1636,1508,3,12,4.0,0.0
成都市,成都,5101,51,2022-03-26,227,188,3,0,,
自贡市,自贡,5103,51,2022-03-26,10,10,0,0,,
攀枝花市,攀枝花,5104,51,2022-03-26,16,16,0,0,,
泸州市,泸州,5105,51,2022-03-26,25,25,0,0,,
德阳市,德阳,5106,51,2022-03-26,18,18,0,0,,
绵阳市,绵阳,5107,51,2022-03-26,23,23,0,0,,
广元市,广元,5108,51,2022-03-26,6,6,0,0,,
遂宁市,遂宁,5109,51,2022-03-26,17,17,0,0,,
内江市,内江,5110,51,2022-03-26,22,22,0,0,,
乐山市,乐山,5111,51,2022-03-26,3,3,0,0,,
南充市,南充,5113,51,2022-03-26,39,39,0,0,,
眉山市,眉山,5114,51,2022-03-26,9,8,0,0,,
宜宾市,宜宾,5115,51,2022-03-26,13,13,0,0,,
广安市,广安,5116,51,2022-03-26,31,30,0,0,,
达州市,达州,5117,51,2022-03-26,42,42,0,0,,
雅安市,雅安,5118,51,2022-03-26,8,8,0,0,,
巴中市,巴中,5119,51,2022-03-26,24,24,0,0,,
资阳市,资阳,5120,51,2022-03-26,4,4,0,0,,
阿坝藏族羌族自治州,阿坝,5132,51,2022-03-26,1,1,0,0,,
甘孜藏族自治州,甘孜,5133,51,2022-03-26,78,78,0,0,,
凉山彝族自治州,凉山,5134,51,2022-03-26,13,13,0,0,,
贵州省,贵州,52,0,2022-03-26,172,161,2,0,0.0,0.0
贵阳市,贵阳,5201,52,2022-03-26,36,35,1,0,,
六盘水市,六盘水,5202,52,2022-03-26,10,9,1,0,,
遵义市,遵义,5203,52,2022-03-26,53,45,0,0,,
安顺市,安顺,5204,52,2022-03-26,5,5,0,0,,
毕节市,毕节,5205,52,2022-03-26,23,23,0,0,,
铜仁市,铜仁,5206,52,2022-03-26,12,12,0,0,,
黔西南布依族苗族自治州,黔西南州,5223,52,2022-03-26,4,4,0,0,,
黔东南苗族侗族自治州,黔东南州,5226,52,2022-03-26,11,10,0,0,,
黔南布依族苗族自治州,黔南州,5227,52,2022-03-26,17,17,0,0,,
云南省,云南,53,0,2022-03-26,2056,1983,2,1,5.0,0.0
昆明市,昆明,5301,53,2022-03-26,66,58,0,0,,
曲靖市,曲靖,5303,53,2022-03-26,13,13,0,0,,
玉溪市,玉溪,5304,53,2022-03-26,14,13,1,0,,
保山市,保山市,5305,53,2022-03-26,11,9,0,0,,
昭通市,昭通市,5306,53,2022-03-26,25,25,0,0,,
丽江市,丽江市,5307,53,2022-03-26,7,7,0,0,,
普洱市,普洱,5308,53,2022-03-26,4,4,0,0,,
临沧市,临沧,5309,53,2022-03-26,13,1,0,0,,
楚雄彝族自治州,楚雄州,5323,53,2022-03-26,4,4,0,0,,
红河哈尼族彝族自治州,红河,5325,53,2022-03-26,34,9,0,0,,
文山壮族苗族自治州,文山州,5326,53,2022-03-26,5,5,0,0,,
西双版纳傣族自治州,西双版纳州,5328,53,2022-03-26,20,14,1,0,,
大理白族自治州,大理,5329,53,2022-03-26,13,13,0,0,,
德宏傣族景颇族自治州,德宏州,5331,53,2022-03-26,373,302,0,1,,
怒江傈僳族自治州,,5333,53,2022-03-26,,,,,,
迪庆藏族自治州,,5334,53,2022-03-26,,,,,,
西藏自治区,西藏,54,0,2022-03-26,1,1,0,0,0.0,0.0
拉萨市,拉萨,5401,54,2022-03-26,1,1,0,0,,
日喀则市,,5402,54,2022-03-26,,,,,,
昌都市,,5403,54,2022-03-26,,,,,,
林芝市,,5404,54,2022-03-26,,,,,,
山南市,,5405,54,2022-03-26,,,,,,
那曲地区,,5424,54,2022-03-26,,,,,,
阿里地区,,5425,54,2022-03-26,,,,,,
陕西省,陕西,61,0,2022-03-26,3213,2955,3,1,26.0,0.0
西安市,西安,6101,61,2022-03-26,2284,2185,3,0,,
铜川市,铜川,6102,61,2022-03-26,26,8,0,0,,
宝鸡市,宝鸡,6103,61,2022-03-26,250,17,0,1,,
咸阳市,咸阳,6104,61,2022-03-26,35,31,0,0,,
渭南市,渭南,6105,61,2022-03-26,18,18,0,0,,
延安市,延安,6106,61,2022-03-26,21,21,0,0,,
汉中市,汉中,6107,61,2022-03-26,57,26,0,0,,
榆林市,榆林,6108,61,2022-03-26,3,3,0,0,,
安康市,安康,6109,61,2022-03-26,26,26,0,0,,
商洛市,商洛,6110,61,2022-03-26,7,7,0,0,,
甘肃省,甘肃,62,0,2022-03-26,678,497,2,7,8.0,0.0
兰州市,兰州,6201,62,2022-03-26,356,189,2,7,,
金昌市,金昌,6203,62,2022-03-26,1,1,0,0,,
白银市,白银,6204,62,2022-03-26,23,12,0,0,,
天水市,天水,6205,62,2022-03-26,51,51,0,0,,
武威市,,6206,62,2022-03-26,,,,,,
张掖市,张掖,6207,62,2022-03-26,17,17,0,0,,
平凉市,平凉,6208,62,2022-03-26,9,9,0,0,,
酒泉市,酒泉,6209,62,2022-03-26,1,1,0,0,,
庆阳市,庆阳,6210,62,2022-03-26,3,3,0,0,,
定西市,定西,6211,62,2022-03-26,9,9,0,0,,
陇南市,陇南,6212,62,2022-03-26,7,6,0,0,,
临夏回族自治州,临夏,6229,62,2022-03-26,3,3,0,0,,
甘南藏族自治州,甘南州,6230,62,2022-03-26,8,8,0,0,,
嘉峪关市,嘉峪关,620201,62,2022-03-26,5,5,0,0,,
青海省,青海,63,0,2022-03-26,32,31,0,0,0.0,0.0
西宁市,西宁,6301,63,2022-03-26,28,27,0,0,,
海东市,海东,6302,63,2022-03-26,1,1,0,0,,
海北藏族自治州,海北州,6322,63,2022-03-26,3,3,0,0,,
