CityCode,CityName,UpdateTime,totalConfirmed,totalHealed,totalDeath,incrConfirmed,incrHealed,incrDeath
C202006211209103,境外输入,2022-03-13,376,310,0,11,,
370800,济宁,2022-03-13,260,260,0,0,,
371400,德州,2022-03-13,77,35,2,24,,
370600,烟台,2022-03-13,63,58,0,0,,
371000,威海,2022-03-13,63,37,1,5,,
371300,临沂,2022-03-13,49,49,0,0,,
370100,济南,2022-03-13,49,49,0,0,,
370700,潍坊,2022-03-13,45,44,0,0,,
370300,淄博,2022-03-13,43,29,1,5,,
371500,聊城,2022-03-13,38,38,0,0,,
370900,泰安,2022-03-13,35,33,2,0,,
371100,日照,2022-03-13,33,30,0,1,,
370400,枣庄,2022-03-13,24,24,0,0,,
371600,滨州,2022-03-13,20,15,0,3,,
371700,菏泽,2022-03-13,18,18,0,0,,
320000,江苏,2022-03-13,1913,1743,0,27,5,0
321000,扬州,2022-03-13,593,593,0,0,,
320100,南京,2022-03-13,333,331,0,0,,
C202006211204151,境外输入,2022-03-13,208,182,0,1,,
320500,苏州,2022-03-13,205,166,0,0,,
320700,连云港,2022-03-13,168,48,0,23,,
320300,徐州,2022-03-13,80,79,0,0,,
320800,淮安,2022-03-13,78,78,0,0,,
320200,无锡,2022-03-13,58,55,0,0,,
320400,常州,2022-03-13,57,54,0,3,,
320600,南通,2022-03-13,41,40,0,0,,
321200,泰州,2022-03-13,37,37,0,0,,
320900,盐城,2022-03-13,27,27,0,0,,
321300,宿迁,2022-03-13,16,16,0,0,,
321100,镇江,2022-03-13,12,12,0,0,,
923200,未明确地区,2022-03-13,0,25,0,0,,
150000,内蒙古,2022-03-13,1666,1581,1,1,19,0
150700,呼伦贝尔,2022-03-13,611,601,0,1,,
150100,呼和浩特,2022-03-13,437,385,0,0,,
C202006211449312,境外输入,2022-03-13,336,336,0,0,,
152900,阿拉善盟,2022-03-13,167,165,0,0,,
150200,包头,2022-03-13,36,20,0,0,,
C202006211449315,锡林郭勒,2022-03-13,29,29,0,0,,
150600,鄂尔多斯,2022-03-13,15,12,0,0,,
150800,巴彦淖尔,2022-03-13,11,9,1,0,,
150400,赤峰,2022-03-13,9,9,0,0,,
150500,通辽,2022-03-13,9,9,0,0,,
150900,乌兰察布,2022-03-13,3,3,0,0,,
150300,乌海,2022-03-13,2,2,0,0,,
152200,兴安盟,2022-03-13,1,1,0,0,,
110000,北京,2022-03-13,1630,1430,9,21,8,0
C202006210854051,境外输入,2022-03-13,589,382,0,12,,
110106,丰台,2022-03-13,349,237,0,0,,
110115,大兴,2022-03-13,148,111,0,0,,
110105,朝阳,2022-03-13,112,9,0,4,,
110108,海淀,2022-03-13,107,26,0,3,,
110114,昌平,2022-03-13,70,50,0,0,,
110102,西城,2022-03-13,66,6,0,0,,
110113,顺义,2022-03-13,47,45,0,1,,
110111,房山,2022-03-13,31,12,0,0,,
110100,外地来京,2022-03-13,25,2,0,0,,
110112,通州,2022-03-13,24,3,9,0,,
110101,东城,2022-03-13,19,6,0,0,,
110107,石景山,2022-03-13,15,12,0,0,,
110116,怀柔,2022-03-13,8,4,0,0,,
110228,密云,2022-03-13,7,0,0,0,,
110109,门头沟,2022-03-13,6,4,0,1,,
C202202221602001,涉奥闭环人员,2022-03-13,4,0,0,0,,
921100,未明确地区,2022-03-13,2,521,0,0,,
110229,延庆,2022-03-13,1,0,0,0,,
130000,河北,2022-03-13,1607,1469,7,33,0,0
130100,石家庄,2022-03-13,977,962,1,0,,
130500,邢台,2022-03-13,134,95,1,0,,
130900,沧州,2022-03-13,80,46,3,9,,
131000,廊坊,2022-03-13,75,39,0,23,,
C202111210855531,辛集市,2022-03-13,71,71,0,0,,
130200,唐山,2022-03-13,58,57,1,0,,
130600,保定,2022-03-13,48,38,0,1,,
130700,张家口,2022-03-13,43,43,0,0,,
C202006210929051,境外输入,2022-03-13,37,37,0,0,,
130400,邯郸,2022-03-13,34,32,0,0,,
C202201241130351,雄安新区,2022-03-13,18,18,0,0,,
131100,衡水,2022-03-13,13,13,0,0,,
130300,秦皇岛,2022-03-13,10,9,1,0,,
130800,承德,2022-03-13,7,7,0,0,,
C202201241137371,定州,2022-03-13,2,2,0,0,,
921300,未明确地区,2022-03-13,0,0,0,0,,
350000,福建,2022-03-13,1593,1513,1,1,4,0
C202006211119091,境外输入,2022-03-13,822,744,0,1,,
350200,厦门,2022-03-13,278,277,0,0,,
350300,莆田,2022-03-13,261,261,0,0,,
350100,福州,2022-03-13,72,71,1,0,,
350500,泉州,2022-03-13,71,71,0,0,,
350900,宁德,2022-03-13,26,26,0,0,,
350600,漳州,2022-03-13,23,23,0,0,,
350700,南平,2022-03-13,20,20,0,0,,
350400,三明,2022-03-13,14,14,0,0,,
350800,龙岩,2022-03-13,6,6,0,0,,
923500,未明确地区,2022-03-13,0,0,0,0,,
510000,四川,2022-03-13,1560,1403,3,3,3,0
C2020062113241412,境外输入,2022-03-13,932,789,0,3,,
510100,成都,2022-03-13,227,188,3,0,,
C2020062113241416,甘孜,2022-03-13,78,78,0,0,,
511700,达州,2022-03-13,42,42,0,0,,
511300,南充,2022-03-13,39,39,0,0,,
511600,广安,2022-03-13,30,30,0,0,,
510500,泸州,2022-03-13,25,25,0,0,,
511900,巴中,2022-03-13,24,24,0,0,,
510700,绵阳,2022-03-13,23,23,0,0,,
511000,内江,2022-03-13,22,22,0,0,,
510600,德阳,2022-03-13,18,18,0,0,,
510900,遂宁,2022-03-13,17,17,0,0,,
510400,攀枝花,2022-03-13,16,16,0,0,,
513400,凉山,2022-03-13,13,13,0,0,,
511500,宜宾,2022-03-13,13,13,0,0,,
510300,自贡,2022-03-13,10,10,0,0,,
511400,眉山,2022-03-13,9,8,0,0,,
511800,雅安,2022-03-13,8,8,0,0,,
510800,广元,2022-03-13,6,6,0,0,,
512000,资阳,2022-03-13,4,4,0,0,,
511100,乐山,2022-03-13,3,3,0,0,,
C202006211324145,阿坝,2022-03-13,1,1,0,0,,
925100,未明确地区,2022-03-13,0,26,0,0,,
120000,天津,2022-03-13,1273,1141,3,23,3,0
C202006211229062,境外输入,2022-03-13,571,552,0,6,,
C202006211229061,津南区,2022-03-13,355,344,0,1,,
C2020062112290710,西青区,2022-03-13,76,18,0,8,,
C202006211229079,宝坻区,2022-03-13,60,58,2,0,,
C202006211229063,河北区,2022-03-13,56,56,0,0,,
120116,滨海新区,2022-03-13,37,22,0,0,,
C202006211229077,河东区,2022-03-13,20,18,1,0,,
C2020062112290713,东丽区,2022-03-13,20,5,0,0,,
C202006211229075,河西区,2022-03-13,17,10,0,3,,
C202006211229072,红桥区,2022-03-13,12,7,0,0,,
C202006211229071,南开区,2022-03-13,11,7,0,0,,
C202006211229064,北辰区,2022-03-13,11,7,0,0,,
C202006211229078,武清区,2022-03-13,11,2,0,5,,
120100,外地来津,2022-03-13,6,6,0,0,,
C202006211229076,和平区,2022-03-13,6,6,0,0,,
120221,宁河区,2022-03-13,4,4,0,0,,
C202201111755591,待确认,2022-03-13,0,19,0,0,,
450000,广西,2022-03-13,1260,992,2,4,22,0
C202006211229073,境外输入,2022-03-13,657,456,0,4,,
451000,百色,2022-03-13,279,264,0,0,,
450600,防城港,2022-03-13,90,42,0,0,,
450100,南宁,2022-03-13,57,56,0,0,,
450500,北海,2022-03-13,44,43,1,0,,
450300,桂林,2022-03-13,32,32,0,0,,
451200,河池,2022-03-13,28,27,1,0,,
450200,柳州,2022-03-13,24,24,0,0,,
450900,玉林,2022-03-13,11,11,0,0,,
451300,来宾,2022-03-13,11,11,0,0,,
450800,贵港,2022-03-13,8,8,0,0,,
450700,钦州,2022-03-13,8,8,0,0,,
450400,梧州,2022-03-13,5,5,0,0,,
451100,贺州,2022-03-13,4,4,0,0,,
451400,崇左,2022-03-13,2,1,0,0,,
924500,未明确地区,2022-03-13,0,0,0,0,,
430000,湖南,2022-03-13,1237,1227,4,1,0,0
430100,长沙,2022-03-13,247,245,2,0,,
430600,岳阳,2022-03-13,156,155,1,0,,
430200,株洲,2022-03-13,110,110,0,0,,
430500,邵阳,2022-03-13,103,102,1,0,,
C202006211224111,境外输入,2022-03-13,102,98,0,0,,
430700,常德,2022-03-13,82,82,0,0,,
430800,张家界,2022-03-13,77,77,0,0,,
431300,娄底,2022-03-13,76,76,0,0,,
430900,益阳,2022-03-13,63,63,0,0,,
430400,衡阳,2022-03-13,48,48,0,0,,
431100,永州,2022-03-13,44,44,0,0,,
431200,怀化,2022-03-13,41,40,0,0,,
431000,郴州,2022-03-13,39,39,0,0,,
430300,湘潭,2022-03-13,39,38,0,1,,
433100,湘西自治州,2022-03-13,10,10,0,0,,
924300,未明确地区,2022-03-13,0,0,0,0,,
210000,辽宁,2022-03-13,1052,924,2,5,14,0
210200,大连,2022-03-13,470,470,0,0,,
211400,葫芦岛,2022-03-13,216,73,1,0,,
C202006211449301,境外输入,2022-03-13,194,178,0,4,,
210100,沈阳,2022-03-13,94,80,0,1,,
210700,锦州,2022-03-13,12,12,0,0,,
210800,营口,2022-03-13,11,11,0,0,,
210600,丹东,2022-03-13,11,11,0,0,,
211100,盘锦,2022-03-13,11,11,0,0,,
210900,阜新,2022-03-13,8,8,0,0,,
211200,铁岭,2022-03-13,8,8,0,0,,
C202006211449313,朝阳市,2022-03-13,6,5,1,0,,
210300,鞍山,2022-03-13,4,4,0,0,,
210500,本溪,2022-03-13,3,3,0,0,,
211000,辽阳,2022-03-13,3,3,0,0,,
210400,抚顺,2022-03-13,1,1,0,0,,
922100,未明确地区,2022-03-13,0,46,0,0,,
340000,安徽,2022-03-13,1017,1003,6,1,0,0
340100,合肥,2022-03-13,176,175,1,0,,
340300,蚌埠,2022-03-13,160,155,5,0,,
341200,阜阳,2022-03-13,156,156,0,0,,
341600,亳州,2022-03-13,108,108,0,0,,
340800,安庆,2022-03-13,83,83,0,0,,
341500,六安,2022-03-13,77,77,0,0,,
341300,宿州,2022-03-13,42,42,0,0,,
340500,马鞍山,2022-03-13,38,38,0,0,,
340200,芜湖,2022-03-13,34,34,0,0,,
340700,铜陵,2022-03-13,29,29,0,0,,
340400,淮南,2022-03-13,27,27,0,0,,
340600,淮北,2022-03-13,27,27,0,0,,
341700,池州,2022-03-13,17,17,0,0,,
C202006211209101,境外输入,2022-03-13,15,7,0,1,,
341100,滁州,2022-03-13,13,13,0,0,,
341000,黄山,2022-03-13,9,9,0,0,,
341800,宣城,2022-03-13,6,6,0,0,,
650000,新疆,2022-03-13,996,993,3,0,0,0
650100,乌鲁木齐,2022-03-13,845,845,0,0,,
653100,喀什,2022-03-13,80,80,0,0,,
654000,伊犁州,2022-03-13,31,31,0,0,,
95908,兵团第四师,2022-03-13,13,12,1,0,,
652300,昌吉州,2022-03-13,5,5,0,0,,
C202006211404164,第八师石河子,2022-03-13,4,3,1,0,,
926500,兵团第九师,2022-03-13,4,3,1,0,,
652100,吐鲁番,2022-03-13,3,3,0,0,,
95999,兵团第十二师,2022-03-13,3,3,0,0,,
652800,巴州,2022-03-13,3,3,0,0,,
C202006211404163,六师五家渠,2022-03-13,2,2,0,0,,
652900,阿克苏,2022-03-13,1,1,0,0,,
C202006211404162,第七师,2022-03-13,1,1,0,0,,
953455,未明确地区,2022-03-13,1,1,0,0,,
360000,江西,2022-03-13,959,958,1,0,0,0
360100,南昌,2022-03-13,231,231,0,0,,
361100,上饶,2022-03-13,144,144,0,0,,
360500,新余,2022-03-13,129,129,0,0,,
360400,九江,2022-03-13,117,117,0,0,,
360900,宜春,2022-03-13,106,106,0,0,,
360700,赣州,2022-03-13,74,73,1,0,,
361000,抚州,2022-03-13,72,72,0,0,,
360300,萍乡,2022-03-13,33,33,0,0,,
360800,吉安,2022-03-13,22,22,0,0,,
360600,鹰潭,2022-03-13,18,18,0,0,,
C202006211209104,境外输入,2022-03-13,6,6,0,0,,
360200,景德镇,2022-03-13,6,6,0,0,,
953324,赣江新区,2022-03-13,1,1,0,0,,
500000,重庆,2022-03-13,640,608,6,12,0,0
C2020062113241419,万州区,2022-03-13,118,114,4,0,,
C2020062113241418,境外输入,2022-03-13,44,30,0,0,,
C2020062113241410,江北区,2022-03-13,28,28,0,0,,
500135,云阳县,2022-03-13,25,25,0,0,,
C2020062113241421,长寿区,2022-03-13,24,24,0,0,,
C2020062113241411,綦江区,2022-03-13,23,23,0,0,,
C202006211324146,合川区,2022-03-13,23,23,0,0,,
500136,奉节县,2022-03-13,22,22,0,0,,
C202006211324142,九龙坡区,2022-03-13,22,21,1,0,,
500133,忠县,2022-03-13,21,21,0,0,,
C202006211324148,开州区,2022-03-13,21,20,1,0,,
C2020062113241420,渝中区,2022-03-13,20,20,0,0,,
500131,垫江县,2022-03-13,20,20,0,0,,
95788,两江新区,2022-03-13,18,18,0,0,,
500123,潼南区,2022-03-13,18,18,0,0,,
C2020062113241417,渝北区,2022-03-13,17,17,0,0,,
500121,高新区,2022-03-13,16,4,0,12,,
500140,石柱县,2022-03-13,15,15,0,0,,
C202006211324144,南岸区,2022-03-13,15,15,0,0,,
500138,巫溪县,2022-03-13,14,14,0,0,,
C202006211324149,大足区,2022-03-13,14,14,0,0,,
500130,丰都县,2022-03-13,10,10,0,0,,
500124,铜梁区,2022-03-13,10,10,0,0,,
500137,巫山县,2022-03-13,10,10,0,0,,
C202006211324147,沙坪坝区,2022-03-13,10,10,0,0,,
500127,璧山区,2022-03-13,9,9,0,0,,
500126,荣昌区,2022-03-13,9,9,0,0,,
C2020062113241414,巴南区,2022-03-13,7,7,0,0,,
500104,大渡口区,2022-03-13,7,7,0,0,,
C2020062113241413,江津区,2022-03-13,6,6,0,0,,
C202006211324143,涪陵区,2022-03-13,5,5,0,0,,
C202006211324141,永川区,2022-03-13,5,5,0,0,,
500128,梁平区,2022-03-13,4,4,0,0,,
C2020062113241422,黔江区,2022-03-13,2,2,0,0,,
500129,城口县,2022-03-13,2,2,0,0,,
500143,彭水县,2022-03-13,2,2,0,0,,
500132,武隆区,2022-03-13,1,1,0,0,,
500120,万盛经开区,2022-03-13,1,1,0,0,,
500142,酉阳县,2022-03-13,1,1,0,0,,
500141,秀山县,2022-03-13,1,1,0,0,,
620000,甘肃,2022-03-13,540,366,2,5,0,0
620100,兰州,2022-03-13,225,117,2,5,,
C202006211349161,境外输入,2022-03-13,181,132,0,0,,
620500,天水,2022-03-13,51,51,0,0,,
620400,白银,2022-03-13,20,4,0,0,,
620700,张掖,2022-03-13,17,17,0,0,,
621100,定西,2022-03-13,9,9,0,0,,
620800,平凉,2022-03-13,9,9,0,0,,
C202006211349162,甘南州,2022-03-13,8,8,0,0,,
621200,陇南,2022-03-13,6,6,0,0,,
620200,嘉峪关,2022-03-13,5,5,0,0,,
622900,临夏,2022-03-13,3,3,0,0,,
621000,庆阳,2022-03-13,3,3,0,0,,
620900,酒泉,2022-03-13,1,0,0,0,,
620300,金昌,2022-03-13,1,1,0,0,,
926200,未明确地区,2022-03-13,1,1,0,0,,
140000,山西,2022-03-13,295,272,0,0,4,0
C202006211424031,境外输入,2022-03-13,127,127,0,0,,
140700,晋中,2022-03-13,56,44,0,0,,
140100,太原,2022-03-13,26,21,0,0,,
140800,运城,2022-03-13,25,20,0,0,,
140200,大同,2022-03-13,14,14,0,0,,
140500,晋城,2022-03-13,11,10,0,0,,
140400,长治,2022-03-13,8,8,0,0,,
140600,朔州,2022-03-13,8,8,0,0,,
140900,忻州,2022-03-13,8,8,0,0,,
141100,吕梁,2022-03-13,6,6,0,0,,
140300,阳泉,2022-03-13,4,4,0,0,,
141000,临汾,2022-03-13,2,2,0,0,,
460000,海南,2022-03-13,193,184,6,0,0,0
460200,三亚,2022-03-13,58,54,1,0,,
460100,海口,2022-03-13,41,41,0,0,,
C202006211229074,境外输入,2022-03-13,19,19,0,0,,
463200,儋州,2022-03-13,15,14,1,0,,
463400,万宁,2022-03-13,13,13,0,0,,
463800,澄迈县,2022-03-13,9,8,1,0,,
C2020062112290712,昌江县,2022-03-13,7,7,0,0,,
463100,琼海,2022-03-13,6,5,1,0,,
463900,临高县,2022-03-13,6,6,0,0,,
C202006211229065,陵水县,2022-03-13,4,4,0,0,,
463300,文昌,2022-03-13,3,3,0,0,,
463500,东方,2022-03-13,3,2,1,0,,
463600,定安县,2022-03-13,3,2,1,0,,
C2020062112290711,保亭,2022-03-13,3,3,0,0,,
464200,乐东,2022-03-13,2,2,0,0,,
464500,琼中县,2022-03-13,1,1,0,0,,
520000,贵州,2022-03-13,164,160,2,2,0,0
520300,遵义,2022-03-13,46,44,0,2,,
520100,贵阳,2022-03-13,36,35,1,0,,
520500,毕节,2022-03-13,23,23,0,0,,
522700,黔南州,2022-03-13,17,17,0,0,,
520600,铜仁,2022-03-13,12,12,0,0,,
522600,黔东南州,2022-03-13,10,10,0,0,,
520200,六盘水,2022-03-13,10,9,1,0,,
520400,安顺,2022-03-13,5,5,0,0,,
522300,黔西南州,2022-03-13,4,4,0,0,,
C2020062113241415,境外输入,2022-03-13,1,1,0,0,,
640000,宁夏,2022-03-13,122,122,0,0,0,0
640100,银川,2022-03-13,68,68,0,0,,
640300,吴忠,2022-03-13,39,39,0,0,,
640400,固原,2022-03-13,5,5,0,0,,
640500,中卫,2022-03-13,4,4,0,0,,
C202006211404161,境外输入,2022-03-13,4,4,0,0,,
640200,石嘴山,2022-03-13,1,1,0,0,,
C202006211404165,宁东管委会,2022-03-13,1,1,0,0,,
926400,未明确地区,2022-03-13,0,0,0,0,,
820000,澳门,2022-03-13,82,79,0,0,0,0
C202006211529121,未明确地区,2022-03-13,82,79,0,0,,
630000,青海,2022-03-13,32,30,0,0,0,0
630100,西宁,2022-03-13,28,26,0,0,,
632200,海北州,2022-03-13,3,3,0,0,,
632100,海东,2022-03-13,1,1,0,0,,
540000,西藏,2022-03-13,1,1,0,0,0,0
540100,拉萨,2022-03-13,1,1,0,0,,
