CityCode,CityName,UpdateTime,totalConfirmed,totalHealed,totalDeath,incrConfirmed,incrHealed,incrDeath
810000,香港,2022-04-03,304897,48654,8061,6660,0,116
C202006211424032,未明确地区,2022-04-03,304897,48654,8061,6660,,
420000,湖北,2022-04-03,68391,63874,4512,0,0,0
420100,武汉,2022-04-03,50419,46550,3869,0,,
420900,孝感,2022-04-03,3518,3389,129,0,,
421100,黄冈,2022-04-03,2912,2787,125,0,,
421000,荆州,2022-04-03,1582,1530,52,0,,
420700,鄂州,2022-04-03,1395,1336,59,0,,
421300,随州,2022-04-03,1307,1262,45,0,,
420600,襄阳,2022-04-03,1175,1135,40,0,,
420200,黄石,2022-04-03,1015,976,39,0,,
420800,荆门,2022-04-03,971,930,41,0,,
420500,宜昌,2022-04-03,931,894,37,0,,
421200,咸宁,2022-04-03,836,821,15,0,,
420300,十堰,2022-04-03,673,664,8,0,,
422900,仙桃,2022-04-03,575,553,22,0,,
429006,天门,2022-04-03,498,483,15,0,,
422800,恩施州,2022-04-03,252,245,7,0,,
423000,潜江,2022-04-03,198,189,9,0,,
C202008021801251,境外输入,2022-04-03,123,119,0,0,,
C202006211219071,神农架,2022-04-03,11,11,0,0,,
220000,吉林,2022-04-03,33112,12719,5,956,2137,0
220100,长春,2022-04-03,19572,6617,0,723,,
220200,吉林,2022-04-03,12764,5603,1,230,,
220500,通化,2022-04-03,313,312,1,0,,
220300,四平,2022-04-03,225,38,1,2,,
222400,延边,2022-04-03,122,89,0,0,,
C202006211449311,境外输入,2022-04-03,73,35,0,0,,
220700,松原,2022-04-03,15,9,0,0,,
220800,白城,2022-04-03,13,2,0,1,,
220400,辽源,2022-04-03,8,7,0,0,,
95222,公主岭,2022-04-03,6,6,0,0,,
C202006211449314,梅河口市,2022-04-03,1,1,0,0,,
C202203071016111,待确认,2022-04-03,0,0,2,0,,
700000,台湾,2022-04-03,24033,13742,853,404,0,0
C202006211529122,未明确地区,2022-04-03,24033,13742,853,404,,
