CityCode,CityName,UpdateTime,totalConfirmed,totalHealed,totalDeath,incrConfirmed,incrHealed,incrDeath
510900,遂宁,2022-04-08,22,17,0,1,,
511000,内江,2022-04-08,22,22,0,0,,
510600,德阳,2022-04-08,19,18,0,0,,
510400,攀枝花,2022-04-08,16,16,0,0,,
513400,凉山,2022-04-08,13,13,0,0,,
511500,宜宾,2022-04-08,13,13,0,0,,
511100,乐山,2022-04-08,12,3,0,0,,
510300,自贡,2022-04-08,10,10,0,0,,
511400,眉山,2022-04-08,9,9,0,0,,
511800,雅安,2022-04-08,8,8,0,0,,
510800,广元,2022-04-08,6,6,0,0,,
512000,资阳,2022-04-08,4,4,0,0,,
C202006211324145,阿坝,2022-04-08,1,1,0,0,,
925100,未明确地区,2022-04-08,0,161,0,0,,
110000,北京,2022-04-08,1809,1736,9,9,3,0
C202006210854051,境外输入,2022-04-08,689,557,0,0,,
110106,丰台,2022-04-08,351,237,0,0,,
110115,大兴,2022-04-08,149,111,0,0,,
110105,朝阳,2022-04-08,149,9,0,5,,
110108,海淀,2022-04-08,109,26,0,1,,
110114,昌平,2022-04-08,70,50,0,0,,
110102,西城,2022-04-08,69,6,0,0,,
110113,顺义,2022-04-08,55,45,0,3,,
110101,东城,2022-04-08,42,6,0,0,,
110111,房山,2022-04-08,31,12,0,0,,
110112,通州,2022-04-08,27,3,9,0,,
110100,外地来京,2022-04-08,25,2,0,0,,
110107,石景山,2022-04-08,15,12,0,0,,
110116,怀柔,2022-04-08,8,4,0,0,,
110228,密云,2022-04-08,7,0,0,0,,
110109,门头沟,2022-04-08,6,4,0,0,,
C202202221602001,涉奥闭环人员,2022-04-08,4,0,0,0,,
921100,未明确地区,2022-04-08,2,652,0,0,,
110229,延庆,2022-04-08,1,0,0,0,,
120000,天津,2022-04-08,1797,1713,3,1,22,0
C202006211229062,境外输入,2022-04-08,611,608,0,1,,
C202006211229061,津南区,2022-04-08,364,344,0,0,,
C2020062112290710,西青区,2022-04-08,205,18,0,0,,
C202006211229078,武清区,2022-04-08,151,2,0,0,,
C202006211229063,河北区,2022-04-08,95,56,0,0,,
120116,滨海新区,2022-04-08,86,22,0,0,,
C202006211229079,宝坻区,2022-04-08,66,58,2,0,,
C202006211229071,南开区,2022-04-08,37,7,0,0,,
C202006211229072,红桥区,2022-04-08,36,7,0,0,,
C202006211229077,河东区,2022-04-08,34,18,1,0,,
C2020062112290713,东丽区,2022-04-08,32,5,0,0,,
C202006211229075,河西区,2022-04-08,28,10,0,0,,
C202006211229064,北辰区,2022-04-08,23,7,0,0,,
C202203240915021,静海区,2022-04-08,11,0,0,0,,
120100,外地来津,2022-04-08,6,6,0,0,,
C202006211229076,和平区,2022-04-08,6,6,0,0,,
120221,宁河区,2022-04-08,6,4,0,0,,
C202201111755591,待确认,2022-04-08,0,535,0,0,,
150000,内蒙古,2022-04-08,1687,1676,1,2,0,0
150700,呼伦贝尔,2022-04-08,611,611,0,0,,
150100,呼和浩特,2022-04-08,446,445,0,0,,
C202006211449312,境外输入,2022-04-08,337,336,0,0,,
152900,阿拉善盟,2022-04-08,167,167,0,0,,
150200,包头,2022-04-08,36,36,0,0,,
C202006211449315,锡林郭勒,2022-04-08,29,29,0,0,,
150500,通辽,2022-04-08,18,12,0,1,,
150600,鄂尔多斯,2022-04-08,15,15,0,0,,
150800,巴彦淖尔,2022-04-08,11,10,1,0,,
150400,赤峰,2022-04-08,10,9,0,0,,
150900,乌兰察布,2022-04-08,3,3,0,0,,
150300,乌海,2022-04-08,2,2,0,0,,
152200,兴安盟,2022-04-08,2,1,0,1,,
210000,辽宁,2022-04-08,1602,1453,2,1,34,0
210200,大连,2022-04-08,620,480,0,0,,
210100,沈阳,2022-04-08,232,81,0,1,,
211400,葫芦岛,2022-04-08,227,207,1,0,,
C202006211449301,境外输入,2022-04-08,209,207,0,0,,
210800,营口,2022-04-08,208,11,0,0,,
210300,鞍山,2022-04-08,19,4,0,0,,
210700,锦州,2022-04-08,15,12,0,0,,
211100,盘锦,2022-04-08,14,11,0,0,,
211200,铁岭,2022-04-08,14,8,0,0,,
211000,辽阳,2022-04-08,12,3,0,0,,
210600,丹东,2022-04-08,11,11,0,0,,
210900,阜新,2022-04-08,9,8,0,0,,
C202006211449313,朝阳市,2022-04-08,7,6,1,0,,
210500,本溪,2022-04-08,4,4,0,0,,
210400,抚顺,2022-04-08,1,1,0,0,,
922100,未明确地区,2022-04-08,0,399,0,0,,
450000,广西,2022-04-08,1510,1427,2,12,9,0
C202006211229073,境外输入,2022-04-08,878,815,0,10,,
451000,百色,2022-04-08,283,279,0,2,,
450600,防城港,2022-04-08,90,85,0,0,,
450100,南宁,2022-04-08,60,60,0,0,,
450500,北海,2022-04-08,44,43,1,0,,
450300,桂林,2022-04-08,34,33,0,0,,
451200,河池,2022-04-08,28,27,1,0,,
450700,钦州,2022-04-08,27,20,0,0,,
450200,柳州,2022-04-08,24,24,0,0,,
450900,玉林,2022-04-08,12,11,0,0,,
451300,来宾,2022-04-08,11,11,0,0,,
450800,贵港,2022-04-08,8,8,0,0,,
450400,梧州,2022-04-08,5,5,0,0,,
451100,贺州,2022-04-08,4,4,0,0,,
451400,崇左,2022-04-08,2,2,0,0,,
924500,未明确地区,2022-04-08,0,0,0,0,,
430000,湖南,2022-04-08,1335,1303,4,1,4,0
430100,长沙,2022-04-08,269,257,2,0,,
430600,岳阳,2022-04-08,158,156,1,0,,
C202006211224111,境外输入,2022-04-08,133,132,0,0,,
430200,株洲,2022-04-08,110,110,0,0,,
430500,邵阳,2022-04-08,110,102,1,1,,
430700,常德,2022-04-08,82,82,0,0,,
431300,娄底,2022-04-08,80,76,0,0,,
430800,张家界,2022-04-08,77,77,0,0,,
430900,益阳,2022-04-08,65,63,0,0,,
431200,怀化,2022-04-08,64,57,0,0,,
430400,衡阳,2022-04-08,53,48,0,0,,
431100,永州,2022-04-08,45,44,0,0,,
431000,郴州,2022-04-08,39,39,0,0,,
430300,湘潭,2022-04-08,39,39,0,0,,
433100,湘西自治州,2022-04-08,11,10,0,0,,
924300,未明确地区,2022-04-08,0,11,0,0,,
360000,江西,2022-04-08,1058,1037,1,5,2,0
360100,南昌,2022-04-08,319,305,0,4,,
361100,上饶,2022-04-08,146,144,0,0,,
360500,新余,2022-04-08,129,129,0,0,,
360400,九江,2022-04-08,121,121,0,0,,
360900,宜春,2022-04-08,106,106,0,0,,
360700,赣州,2022-04-08,75,74,1,0,,
361000,抚州,2022-04-08,73,72,0,0,,
360300,萍乡,2022-04-08,33,33,0,0,,
360800,吉安,2022-04-08,23,22,0,0,,
360600,鹰潭,2022-04-08,18,18,0,0,,
C202006211209104,境外输入,2022-04-08,8,6,0,1,,
360200,景德镇,2022-04-08,6,6,0,0,,
953324,赣江新区,2022-04-08,1,1,0,0,,
340000,安徽,2022-04-08,1048,1019,6,0,1,0
340100,合肥,2022-04-08,177,175,1,0,,
341200,阜阳,2022-04-08,161,156,0,0,,
340300,蚌埠,2022-04-08,160,155,5,0,,
341600,亳州,2022-04-08,108,108,0,0,,
340800,安庆,2022-04-08,83,83,0,0,,
341500,六安,2022-04-08,78,77,0,0,,
341300,宿州,2022-04-08,42,42,0,0,,
340500,马鞍山,2022-04-08,41,41,0,0,,
340200,芜湖,2022-04-08,40,38,0,0,,
340400,淮南,2022-04-08,36,28,0,0,,
340700,铜陵,2022-04-08,33,33,0,0,,
340600,淮北,2022-04-08,28,27,0,0,,
341700,池州,2022-04-08,17,17,0,0,,
C202006211209101,境外输入,2022-04-08,15,11,0,0,,
341100,滁州,2022-04-08,13,13,0,0,,
341000,黄山,2022-04-08,9,9,0,0,,
341800,宣城,2022-04-08,7,6,0,0,,
650000,新疆,2022-04-08,999,994,3,0,0,0
650100,乌鲁木齐,2022-04-08,848,846,0,0,,
653100,喀什,2022-04-08,80,80,0,0,,
654000,伊犁州,2022-04-08,31,31,0,0,,
95908,兵团第四师,2022-04-08,13,12,1,0,,
652300,昌吉州,2022-04-08,5,5,0,0,,
C202006211404164,第八师石河子,2022-04-08,4,3,1,0,,
926500,兵团第九师,2022-04-08,4,3,1,0,,
652100,吐鲁番,2022-04-08,3,3,0,0,,
95999,兵团第十二师,2022-04-08,3,3,0,0,,
652800,巴州,2022-04-08,3,3,0,0,,
C202006211404163,六师五家渠,2022-04-08,2,2,0,0,,
652900,阿克苏,2022-04-08,1,1,0,0,,
C202006211404162,第七师,2022-04-08,1,1,0,0,,
953455,未明确地区,2022-04-08,1,1,0,0,,
500000,重庆,2022-04-08,692,681,6,0,1,0
C2020062113241419,万州区,2022-04-08,118,114,4,0,,
500121,高新区,2022-04-08,51,51,0,0,,
C2020062113241418,境外输入,2022-04-08,45,44,0,0,,
C2020062113241410,江北区,2022-04-08,28,28,0,0,,
500135,云阳县,2022-04-08,27,25,0,0,,
C2020062113241421,长寿区,2022-04-08,24,24,0,0,,
C2020062113241411,綦江区,2022-04-08,23,23,0,0,,
C202006211324146,合川区,2022-04-08,23,23,0,0,,
500136,奉节县,2022-04-08,22,22,0,0,,
C202006211324142,九龙坡区,2022-04-08,22,21,1,0,,
500133,忠县,2022-04-08,21,21,0,0,,
C202006211324148,开州区,2022-04-08,21,20,1,0,,
C2020062113241417,渝北区,2022-04-08,20,20,0,0,,
C2020062113241420,渝中区,2022-04-08,20,20,0,0,,
500131,垫江县,2022-04-08,20,20,0,0,,
95788,两江新区,2022-04-08,18,18,0,0,,
500123,潼南区,2022-04-08,18,18,0,0,,
C202006211324144,南岸区,2022-04-08,16,15,0,0,,
500140,石柱县,2022-04-08,15,15,0,0,,
500138,巫溪县,2022-04-08,14,14,0,0,,
C202006211324149,大足区,2022-04-08,14,14,0,0,,
C2020062113241414,巴南区,2022-04-08,12,12,0,0,,
500130,丰都县,2022-04-08,10,10,0,0,,
500124,铜梁区,2022-04-08,10,10,0,0,,
500137,巫山县,2022-04-08,10,10,0,0,,
C202006211324147,沙坪坝区,2022-04-08,10,10,0,0,,
500127,璧山区,2022-04-08,9,9,0,0,,
500126,荣昌区,2022-04-08,9,9,0,0,,
C202006211324141,永川区,2022-04-08,9,8,0,0,,
C2020062113241413,江津区,2022-04-08,7,7,0,0,,
500104,大渡口区,2022-04-08,7,7,0,0,,
C202006211324143,涪陵区,2022-04-08,5,5,0,0,,
500128,梁平区,2022-04-08,4,4,0,0,,
C2020062113241422,黔江区,2022-04-08,2,2,0,0,,
500129,城口县,2022-04-08,2,2,0,0,,
500143,彭水县,2022-04-08,2,2,0,0,,
500132,武隆区,2022-04-08,1,1,0,0,,
500120,万盛经开区,2022-04-08,1,1,0,0,,
500142,酉阳县,2022-04-08,1,1,0,0,,
500141,秀山县,2022-04-08,1,1,0,0,,
620000,甘肃,2022-04-08,681,670,2,0,10,0
620100,兰州,2022-04-08,358,336,2,0,,
C202006211349161,境外输入,2022-04-08,184,184,0,0,,
620500,天水,2022-04-08,52,54,0,0,,
620400,白银,2022-04-08,23,22,0,0,,
620700,张掖,2022-04-08,17,17,0,0,,
621100,定西,2022-04-08,9,9,0,0,,
620800,平凉,2022-04-08,9,9,0,0,,
C202006211349162,甘南州,2022-04-08,8,8,0,0,,
621200,陇南,2022-04-08,7,7,0,0,,
620200,嘉峪关,2022-04-08,5,5,0,0,,
622900,临夏,2022-04-08,3,3,0,0,,
621000,庆阳,2022-04-08,3,3,0,0,,
620900,酒泉,2022-04-08,1,1,0,0,,
620300,金昌,2022-04-08,1,1,0,0,,
926200,未明确地区,2022-04-08,1,11,0,0,,
140000,山西,2022-04-08,339,300,0,5,0,0
C202006211424031,境外输入,2022-04-08,137,132,0,0,,
140700,晋中,2022-04-08,57,56,0,0,,
140100,太原,2022-04-08,48,26,0,4,,
140800,运城,2022-04-08,29,25,0,1,,
140200,大同,2022-04-08,15,14,0,0,,
140900,忻州,2022-04-08,13,8,0,0,,
140500,晋城,2022-04-08,11,11,0,0,,
140400,长治,2022-04-08,8,8,0,0,,
140600,朔州,2022-04-08,8,8,0,0,,
141100,吕梁,2022-04-08,6,6,0,0,,
140300,阳泉,2022-04-08,4,4,0,0,,
141000,临汾,2022-04-08,3,2,0,0,,
460000,海南,2022-04-08,233,187,6,3,0,0
460200,三亚,2022-04-08,79,57,1,3,,
460100,海口,2022-04-08,51,41,0,0,,
C202006211229074,境外输入,2022-04-08,19,19,0,0,,
463200,儋州,2022-04-08,17,14,1,0,,
463400,万宁,2022-04-08,14,13,0,0,,
463100,琼海,2022-04-08,11,5,1,0,,
463800,澄迈县,2022-04-08,9,8,1,0,,
C2020062112290712,昌江县,2022-04-08,7,7,0,0,,
463900,临高县,2022-04-08,6,6,0,0,,
C202006211229065,陵水县,2022-04-08,5,4,0,0,,
463300,文昌,2022-04-08,3,3,0,0,,
463500,东方,2022-04-08,3,2,1,0,,
463600,定安县,2022-04-08,3,2,1,0,,
C2020062112290711,保亭,2022-04-08,3,3,0,0,,
464200,乐东,2022-04-08,2,2,0,0,,
464500,琼中县,2022-04-08,1,1,0,0,,
520000,贵州,2022-04-08,178,170,2,0,0,0
520300,遵义,2022-04-08,53,52,0,0,,
520100,贵阳,2022-04-08,38,36,1,0,,
520500,毕节,2022-04-08,23,23,0,0,,
522700,黔南州,2022-04-08,17,17,0,0,,
520600,铜仁,2022-04-08,12,12,0,0,,
522600,黔东南州,2022-04-08,11,11,0,0,,
520200,六盘水,2022-04-08,10,9,1,0,,
522300,黔西南州,2022-04-08,8,4,0,0,,
520400,安顺,2022-04-08,5,5,0,0,,
C2020062113241415,境外输入,2022-04-08,1,1,0,0,,
925200,未明确地区,2022-04-08,0,0,0,0,,
640000,宁夏,2022-04-08,122,122,0,0,0,0
640100,银川,2022-04-08,68,68,0,0,,
640300,吴忠,2022-04-08,39,39,0,0,,
640400,固原,2022-04-08,5,5,0,0,,
640500,中卫,2022-04-08,4,4,0,0,,
C202006211404161,境外输入,2022-04-08,4,4,0,0,,
640200,石嘴山,2022-04-08,1,1,0,0,,
C202006211404165,宁东管委会,2022-04-08,1,1,0,0,,
926400,未明确地区,2022-04-08,0,0,0,0,,
820000,澳门,2022-04-08,82,82,0,0,0,0
C202006211529121,未明确地区,2022-04-08,82,82,0,0,,
630000,青海,2022-04-08,43,32,0,0,0,0
630100,西宁,2022-04-08,35,28,0,0,,
632100,海东,2022-04-08,5,1,0,0,,
632200,海北州,2022-04-08,3,3,0,0,,
540000,西藏,2022-04-08,1,1,0,0,0,0
540100,拉萨,2022-04-08,1,1,0,0,,
